選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
多村　仁志,ソフトバンク,0.25,79.0,218.0,200.0,50.0,4.0,20.0,0.0,18.0,0.0,43.0,0.0,7.0,0.312,0.365,0.677,3.57,3.53,2012.0,11000,外野手,18,35,1977/03/28,180cm,82kg,B型,右右,神奈川,False
福浦　和也,ロッテ,0.25,84.0,199.0,180.0,45.0,0.0,25.0,0.0,15.0,1.0,27.0,1.0,3.0,0.308,0.267,0.575,2.92,3.03,2012.0,10000,内野手,19,37,1975/12/14,183cm,88kg,B型,左左,千葉,False
中島　俊哉,楽天,0.25,58.0,108.0,96.0,24.0,0.0,6.0,1.0,7.0,0.0,15.0,5.0,0.0,0.301,0.271,0.572,2.88,2.87,2012.0,1500,外野手,10,32,1980/06/10,180cm,80kg,O型,右右,福岡,False
山田　哲人,ヤクルト,0.25,26.0,49.0,44.0,11.0,1.0,1.0,0.0,5.0,0.0,11.0,0.0,0.0,0.327,0.364,0.69,4.56,4.52,2012.0,800,内野手,2,20,1992/07/16,180cm,74kg,O型,右右,大阪,False
鈴木　尚広,巨人,0.25,91.0,21.0,20.0,5.0,0.0,3.0,16.0,1.0,0.0,3.0,0.0,0.0,0.286,0.25,0.536,5.83,5.89,2012.0,4000,外野手,16,34,1978/04/27,180cm,78kg,A型,右両,福島,False
金澤　岳,ロッテ,0.25,13.0,17.0,16.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.294,0.313,0.607,3.35,3.22,2012.0,740,捕手,10,28,1984/05/05,180cm,82kg,O型,右左,栃木,False
荒金　久雄,オリックス,0.25,3.0,8.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.25,0.5,1.97,1.98,2012.0,2650,外野手,12,34,1978/08/01,178cm,77kg,A型,右右,大分,False
中田　亮二,中日,0.25,6.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,2.05,2.07,2012.0,1100,内野手,3,25,1987/11/03,171cm,107kg,A型,右左,大阪,False
稲田　直人,楽天,0.25,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.5,-0.9,-0.95,2012.0,1300,内野手,9,33,1979/11/06,177cm,79kg,B型,右左,広島,False
森野　将彦,中日,0.249,124.0,494.0,434.0,108.0,6.0,50.0,1.0,49.0,3.0,68.0,4.0,13.0,0.327,0.348,0.674,3.87,3.89,2012.0,19000,内野手,16,34,1978/07/28,180cm,85kg,AB型,右左,神奈川,False
森岡　良介,ヤクルト,0.249,100.0,282.0,245.0,61.0,1.0,18.0,1.0,11.0,5.0,44.0,19.0,1.0,0.293,0.318,0.611,3.16,3.17,2012.0,1700,内野手,10,28,1984/07/15,172cm,72kg,A型,右左,大阪,False
ブランコ,中日,0.248,96.0,359.0,311.0,77.0,24.0,65.0,2.0,40.0,5.0,84.0,0.0,5.0,0.34,0.511,0.851,6.06,6.22,2012.0,13000,内野手,4,32,1980/11/10,188cm,102kg,A型,右右,ドミニカ共和国,True
藤井　彰人,阪神,0.248,81.0,228.0,210.0,52.0,1.0,10.0,0.0,9.0,2.0,39.0,7.0,3.0,0.285,0.286,0.571,2.59,2.54,2012.0,4000,捕手,14,36,1976/06/18,170cm,79kg,AB型,右右,大阪,False
丸　佳浩,広島,0.247,106.0,339.0,283.0,70.0,4.0,22.0,14.0,46.0,2.0,59.0,5.0,4.0,0.353,0.353,0.707,4.62,4.7,2012.0,1700,外野手,5,23,1989/04/11,177cm,80kg,AB型,右左,千葉,False
ホフパワー,日本ハム,0.247,109.0,325.0,296.0,73.0,14.0,37.0,1.0,25.0,3.0,81.0,0.0,3.0,0.311,0.432,0.743,4.74,4.77,2012.0,6300,内野手,2,32,1980/03/01,192cm,97kg,不明,左左,アメリカ,True
東出　輝裕,広島,0.247,91.0,282.0,247.0,61.0,0.0,6.0,1.0,13.0,3.0,22.0,19.0,3.0,0.293,0.279,0.572,2.62,2.57,2012.0,10000,内野手,14,32,1980/08/21,171cm,73kg,A型,右左,福井,False
本多　雄一,ソフトバンク,0.246,123.0,536.0,480.0,118.0,0.0,31.0,34.0,37.0,1.0,65.0,14.0,6.0,0.299,0.294,0.593,3.26,3.3,2012.0,20000,内野手,7,28,1984/11/19,174cm,72kg,O型,右左,福岡,False
柳田　悠岐,ソフトバンク,0.246,68.0,212.0,195.0,48.0,5.0,18.0,6.0,10.0,5.0,56.0,2.0,2.0,0.3,0.385,0.685,4.14,4.05,2012.0,1200,外野手,2,24,1988/10/09,187cm,89kg,AB型,右左,広島,False
平野　恵一,阪神,0.245,134.0,519.0,458.0,112.0,1.0,24.0,6.0,42.0,4.0,61.0,15.0,4.0,0.313,0.271,0.584,3.12,3.13,2012.0,19000,内野手,11,33,1979/04/07,169cm,67kg,B型,右左,神奈川,False
浅村　栄斗,西武,0.245,114.0,459.0,404.0,99.0,7.0,37.0,13.0,34.0,4.0,63.0,13.0,9.0,0.307,0.376,0.683,3.79,3.84,2012.0,2400,内野手,4,22,1990/11/12,181cm,85kg,O型,右右,大阪,False
相川　亮二,ヤクルト,0.245,72.0,244.0,220.0,54.0,1.0,28.0,0.0,20.0,1.0,33.0,1.0,7.0,0.309,0.295,0.604,2.98,3.0,2012.0,12000,捕手,18,36,1976/07/11,182cm,86kg,A型,右右,千葉,False
梵　英心,広島,0.244,137.0,575.0,499.0,122.0,10.0,52.0,14.0,50.0,1.0,70.0,19.0,7.0,0.311,0.359,0.67,3.77,3.85,2012.0,6200,内野手,7,32,1980/10/11,173cm,73kg,B型,右右,広島,False
里崎　智也,ロッテ,0.244,120.0,439.0,385.0,94.0,9.0,41.0,0.0,33.0,4.0,80.0,14.0,11.0,0.308,0.345,0.654,3.38,3.46,2012.0,15000,捕手,14,36,1976/05/20,175cm,94kg,A型,右右,徳島,False
森本　稀哲,DeNA,0.244,108.0,230.0,201.0,49.0,3.0,18.0,0.0,20.0,3.0,44.0,4.0,6.0,0.32,0.323,0.643,3.27,3.34,2012.0,8000,外野手,14,31,1981/01/31,185cm,81kg,B型,右右,東京都,True
高須　洋介,楽天,0.244,58.0,212.0,176.0,43.0,0.0,9.0,2.0,24.0,2.0,15.0,8.0,5.0,0.338,0.284,0.622,3.47,3.53,2012.0,7500,内野手,15,36,1976/02/09,170cm,73kg,B型,右右,佐賀,False
江川　智晃,ソフトバンク,0.244,56.0,175.0,160.0,39.0,4.0,18.0,1.0,8.0,0.0,37.0,4.0,3.0,0.275,0.388,0.662,3.5,3.7,2012.0,900,外野手,8,26,1986/10/31,180cm,81kg,B型,右右,三重,False
武内　晋一,ヤクルト,0.244,52.0,94.0,82.0,20.0,1.0,3.0,1.0,7.0,4.0,14.0,0.0,4.0,0.333,0.317,0.65,3.23,3.24,2012.0,2500,内野手,7,29,1983/12/10,175cm,85kg,O型,左左,兵庫,False
フェルナンデス,楽天,0.243,129.0,489.0,440.0,107.0,3.0,51.0,2.0,44.0,2.0,67.0,0.0,11.0,0.313,0.311,0.624,3.25,3.28,2012.0,7000,内野手,10,38,1974/11/02,192cm,100kg,不明,右右,ドミニカ共和国,True
堂林　翔太,広島,0.242,144.0,554.0,488.0,118.0,14.0,45.0,5.0,44.0,14.0,150.0,5.0,8.0,0.321,0.395,0.716,4.4,4.42,2012.0,700,内野手,3,21,1991/08/17,183cm,81kg,A型,右右,愛知,False
後藤　光尊,オリックス,0.242,131.0,546.0,520.0,126.0,4.0,43.0,3.0,14.0,5.0,74.0,1.0,8.0,0.266,0.306,0.572,2.6,2.69,2012.0,10000,内野手,11,34,1978/07/27,175cm,75kg,A型,右左,秋田,False
赤松　真人,広島,0.242,76.0,246.0,207.0,50.0,3.0,15.0,18.0,18.0,4.0,33.0,16.0,4.0,0.313,0.314,0.627,3.62,3.65,2012.0,2900,外野手,8,30,1982/09/06,182cm,75kg,O型,右右,京都,False
加治前　竜一,巨人,0.242,47.0,68.0,62.0,15.0,0.0,8.0,1.0,4.0,0.0,11.0,1.0,1.0,0.284,0.274,0.558,2.67,2.81,2012.0,800,外野手,5,27,1985/04/06,175cm,80kg,A型,右右,奈良,False
廣瀬　純,広島,0.241,102.0,337.0,294.0,71.0,6.0,33.0,0.0,24.0,11.0,55.0,7.0,3.0,0.321,0.347,0.668,4.02,4.02,2012.0,6000,外野手,12,33,1979/03/29,181cm,87kg,B型,右右,大分,False
寺内　崇幸,巨人,0.241,103.0,225.0,191.0,46.0,1.0,5.0,11.0,16.0,3.0,43.0,13.0,6.0,0.307,0.293,0.6,2.97,3.06,2012.0,1700,内野手,6,29,1983/05/27,177cm,73kg,B型,右右,栃木,False
草野　大輔,楽天,0.241,24.0,65.0,58.0,14.0,1.0,6.0,0.0,3.0,3.0,10.0,1.0,0.0,0.313,0.328,0.64,3.55,3.53,2012.0,4500,内野手,7,36,1976/12/04,170cm,78kg,B型,右左,宮崎,False
石原　慶幸,広島,0.24,77.0,250.0,217.0,52.0,1.0,22.0,0.0,22.0,1.0,37.0,9.0,7.0,0.311,0.323,0.634,3.11,2.99,2012.0,8000,捕手,11,33,1979/09/07,177cm,82kg,A型,右右,岐阜,False
横山　徹也,オリックス,0.24,15.0,27.0,25.0,6.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,0.269,0.24,0.509,2.15,2.2,2012.0,1000,捕手,10,28,1984/06/26,176cm,83kg,A型,右右,京都,False
中田　翔,日本ハム,0.239,144.0,606.0,547.0,131.0,24.0,77.0,5.0,50.0,5.0,101.0,0.0,8.0,0.307,0.42,0.727,4.44,4.54,2012.0,4500,内野手,5,23,1989/04/22,182cm,95kg,O型,右右,広島,False
サブロー,ロッテ,0.239,137.0,560.0,476.0,114.0,7.0,52.0,0.0,78.0,2.0,105.0,0.0,12.0,0.346,0.342,0.689,4.29,4.32,2012.0,13000,外野手,18,36,1976/06/01,181cm,90kg,B型,右右,岡山,False
高橋　由伸,巨人,0.239,130.0,442.0,368.0,88.0,8.0,56.0,2.0,61.0,8.0,77.0,1.0,14.0,0.356,0.351,0.707,4.23,4.32,2012.0,17000,外野手,15,37,1975/04/03,180cm,87kg,O型,右左,千葉,False
小久保　裕紀,ソフトバンク,0.239,103.0,357.0,331.0,79.0,4.0,34.0,0.0,20.0,0.0,67.0,3.0,6.0,0.28,0.308,0.588,2.8,2.89,2012.0,30000,内野手,19,41,1971/10/08,182cm,87kg,AB型,右右,和歌山,False
西川　遥輝,日本ハム,0.239,71.0,155.0,134.0,32.0,2.0,13.0,7.0,14.0,0.0,34.0,7.0,0.0,0.311,0.343,0.654,4.18,4.11,2012.0,600,内野手,2,20,1992/04/16,179cm,73kg,A型,右左,和歌山,False
日高　剛,オリックス,0.239,52.0,122.0,117.0,28.0,1.0,8.0,0.0,3.0,0.0,33.0,1.0,1.0,0.256,0.325,0.581,2.71,2.75,2012.0,4000,捕手,17,35,1977/08/15,182cm,88kg,A型,右左,福岡,False
今宮　健太,ソフトバンク,0.238,126.0,343.0,307.0,73.0,2.0,14.0,8.0,10.0,3.0,75.0,21.0,2.0,0.267,0.29,0.557,2.44,2.51,2012.0,900,内野手,3,21,1991/07/15,171cm,67kg,O型,右右,大分,False
金城　龍彦,DeNA,0.238,129.0,331.0,294.0,70.0,3.0,18.0,2.0,26.0,6.0,37.0,3.0,1.0,0.311,0.306,0.617,3.58,3.65,2012.0,5000,外野手,14,36,1976/07/27,177cm,78kg,A型,右両,大阪,False
ニック,広島,0.238,52.0,204.0,181.0,43.0,9.0,24.0,0.0,22.0,1.0,42.0,0.0,4.0,0.324,0.431,0.754,4.78,4.79,2012.0,4000,外野手,1,30,1982/05/03,188cm,109kg,不明,右右,アメリカ,True
三ツ俣　大樹,オリックス,0.238,9.0,23.0,21.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.273,0.333,0.606,3.1,2.91,2012.0,610,内野手,2,20,1992/05/11,177cm,80kg,O型,右右,東京都,True
内村　賢介,DeNA,0.237,77.0,289.0,236.0,56.0,0.0,18.0,18.0,31.0,0.0,40.0,21.0,4.0,0.325,0.263,0.587,3.19,3.22,2012.0,3800,内野手,5,26,1986/03/17,163cm,65kg,B型,右両,東京都,True
内村　賢介,楽天,0.168,55.0,131.0,113.0,19.0,0.0,12.0,8.0,6.0,1.0,23.0,11.0,0.0,0.217,0.195,0.411,1.28,1.42,2012.0,3800,内野手,5,26,1986/03/17,163cm,65kg,B型,右両,東京都,True
エドガー,巨人,0.236,57.0,190.0,174.0,41.0,4.0,19.0,0.0,13.0,1.0,46.0,1.0,6.0,0.291,0.374,0.665,3.17,3.19,2012.0,2000,内野手,2,34,1978/06/14,183cm,82kg,不明,右右,アメリカ,True
亀井　義行,巨人,0.236,60.0,117.0,110.0,26.0,2.0,11.0,0.0,4.0,1.0,13.0,2.0,3.0,0.27,0.409,0.679,3.46,3.32,2012.0,4200,内野手,8,30,1982/07/28,178cm,80kg,AB型,右左,奈良,False
杉谷　拳士,日本ハム,0.235,58.0,133.0,115.0,27.0,2.0,12.0,4.0,7.0,1.0,18.0,8.0,1.0,0.28,0.33,0.61,3.01,3.21,2012.0,720,内野手,4,21,1991/02/04,173cm,74kg,B型,右両,東京都,True
柴田　講平,阪神,0.234,73.0,157.0,128.0,30.0,0.0,2.0,4.0,16.0,1.0,23.0,11.0,1.0,0.322,0.273,0.595,3.03,3.12,2012.0,1700,外野手,4,26,1986/07/17,177cm,73kg,A型,左左,福岡,False
ブラゼル,阪神,0.233,98.0,295.0,275.0,64.0,12.0,43.0,0.0,18.0,2.0,72.0,0.0,16.0,0.285,0.404,0.688,3.15,3.21,2012.0,15600,内野手,5,32,1980/05/10,191cm,95kg,不明,右左,アメリカ,True
上本　達之,西武,0.233,74.0,130.0,116.0,27.0,2.0,11.0,0.0,10.0,1.0,31.0,2.0,2.0,0.297,0.31,0.607,2.69,2.86,2012.0,1800,捕手,10,32,1980/11/08,186cm,96kg,B型,右左,山口,False
スレッジ,日本ハム,0.232,47.0,152.0,138.0,32.0,5.0,23.0,0.0,12.0,2.0,47.0,0.0,2.0,0.303,0.406,0.708,4.22,4.22,2012.0,12000,外野手,5,35,1977/03/18,183cm,86kg,不明,左左,アメリカ,True
中村　剛也,西武,0.231,123.0,498.0,432.0,100.0,27.0,79.0,2.0,56.0,9.0,125.0,0.0,11.0,0.331,0.461,0.792,5.04,5.16,2012.0,25000,内野手,11,29,1983/08/15,175cm,102kg,O型,右右,大阪,False
松井　佑介,中日,0.231,42.0,67.0,65.0,15.0,1.0,6.0,0.0,0.0,0.0,13.0,2.0,0.0,0.231,0.338,0.569,2.31,2.28,2012.0,1000,外野手,3,25,1987/07/10,183cm,83kg,O型,右右,大阪,False
菊池　涼介,広島,0.229,63.0,234.0,201.0,46.0,2.0,12.0,4.0,6.0,1.0,42.0,25.0,5.0,0.254,0.294,0.547,1.99,2.04,2012.0,1000,内野手,1,22,1990/03/11,171cm,69kg,A型,右右,東京都,True
坂　克彦,阪神,0.229,18.0,38.0,35.0,8.0,0.0,6.0,0.0,2.0,0.0,8.0,1.0,2.0,0.27,0.286,0.556,1.43,1.4,2012.0,1000,内野手,9,27,1985/09/06,180cm,84kg,A型,右左,茨城,False
宮崎　祐樹,オリックス,0.229,11.0,37.0,35.0,8.0,2.0,6.0,1.0,2.0,0.0,13.0,0.0,0.0,0.27,0.457,0.727,4.07,4.18,2012.0,1000,外野手,2,26,1986/11/29,177cm,83kg,A型,右右,佐賀,False
小谷野　栄一,日本ハム,0.228,134.0,550.0,478.0,109.0,3.0,39.0,6.0,27.0,4.0,72.0,40.0,8.0,0.275,0.293,0.567,2.48,2.47,2012.0,11500,内野手,10,32,1980/10/10,177cm,88kg,O型,右右,東京都,True
谷繁　元信,中日,0.228,134.0,458.0,386.0,88.0,5.0,32.0,0.0,52.0,4.0,67.0,14.0,15.0,0.324,0.303,0.627,3.11,3.16,2012.0,18000,捕手,24,42,1970/12/21,176cm,81kg,A型,右右,広島,False
坂口　智隆,オリックス,0.228,40.0,165.0,158.0,36.0,0.0,8.0,2.0,5.0,0.0,13.0,2.0,0.0,0.252,0.253,0.505,1.96,2.01,2012.0,13500,外野手,10,28,1984/07/07,180cm,76kg,O型,右左,兵庫,False
中村　晃,ソフトバンク,0.228,39.0,63.0,57.0,13.0,0.0,3.0,2.0,3.0,0.0,5.0,2.0,0.0,0.262,0.263,0.525,2.07,2.28,2012.0,800,外野手,5,23,1989/11/05,175cm,81kg,O型,左左,埼玉,False
金子　誠,日本ハム,0.227,103.0,311.0,277.0,63.0,0.0,22.0,1.0,15.0,0.0,53.0,17.0,2.0,0.265,0.292,0.558,2.3,2.31,2012.0,9250,内野手,19,37,1975/11/08,185cm,84kg,B型,右右,千葉,False
ガルシア,楽天,0.227,77.0,296.0,269.0,61.0,7.0,30.0,0.0,23.0,2.0,65.0,0.0,6.0,0.291,0.349,0.64,3.27,3.38,2012.0,5000,内野手,2,34,1978/11/05,193cm,82kg,不明,右右,メキシコ,True
迎　祐一郎,広島,0.227,55.0,145.0,128.0,29.0,2.0,11.0,1.0,10.0,2.0,14.0,4.0,3.0,0.291,0.305,0.595,2.78,2.9,2012.0,850,外野手,13,31,1981/12/22,180cm,79kg,AB型,右右,佐賀,False
坂田　遼,西武,0.227,16.0,50.0,44.0,10.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,1.0,0.292,0.227,0.519,2.05,2.12,2012.0,1600,外野手,4,26,1986/10/02,178cm,90kg,A型,右左,神奈川,False
南　竜介,ロッテ,0.227,11.0,29.0,22.0,5.0,0.0,2.0,1.0,6.0,0.0,7.0,1.0,0.0,0.393,0.273,0.666,5.1,5.09,2012.0,1400,外野手,13,31,1981/07/09,186cm,88kg,A型,右右,兵庫,False
中村　真人,楽天,0.226,25.0,59.0,53.0,12.0,1.0,6.0,0.0,2.0,0.0,8.0,4.0,0.0,0.255,0.321,0.575,2.67,2.68,2012.0,2380,外野手,6,30,1982/02/02,176cm,71kg,AB型,右左,奈良,False
牧田　明久,楽天,0.225,123.0,425.0,378.0,85.0,9.0,53.0,5.0,23.0,9.0,49.0,10.0,11.0,0.283,0.331,0.613,2.68,2.86,2012.0,2500,外野手,12,30,1982/06/03,182cm,78kg,A型,右右,福井,False
片岡　易之,西武,0.225,52.0,231.0,204.0,46.0,2.0,19.0,8.0,15.0,1.0,30.0,7.0,6.0,0.277,0.294,0.571,2.19,2.44,2012.0,13000,内野手,8,29,1983/02/17,176cm,83kg,O型,右右,千葉,False
大引　啓次,オリックス,0.224,110.0,432.0,352.0,79.0,6.0,20.0,6.0,46.0,3.0,74.0,28.0,8.0,0.317,0.315,0.632,3.33,3.44,2012.0,5800,内野手,6,28,1984/06/29,178cm,80kg,A型,右右,大阪,False
渡辺　直人,DeNA,0.224,70.0,213.0,174.0,39.0,0.0,10.0,2.0,24.0,10.0,27.0,5.0,1.0,0.351,0.247,0.598,3.35,3.44,2012.0,6300,内野手,6,32,1980/10/15,173cm,73kg,AB型,右右,茨城,False
荻野　貴司,ロッテ,0.224,61.0,187.0,165.0,37.0,1.0,8.0,13.0,11.0,5.0,17.0,6.0,0.0,0.293,0.273,0.566,3.11,3.14,2012.0,2250,外野手,3,27,1985/10/21,172cm,75kg,O型,右右,奈良,False
桧山　進次郎,阪神,0.224,67.0,69.0,58.0,13.0,0.0,6.0,0.0,8.0,2.0,13.0,0.0,3.0,0.333,0.241,0.575,2.63,2.78,2012.0,4000,外野手,21,43,1969/07/01,177cm,80kg,B型,右左,京都,False
小山　桂司,楽天,0.224,22.0,65.0,58.0,13.0,0.0,6.0,0.0,3.0,0.0,15.0,2.0,1.0,0.254,0.241,0.495,1.56,1.96,2012.0,2300,捕手,7,32,1980/11/19,175cm,81kg,A型,右右,宮城,False
サラサー,DeNA,0.222,13.0,30.0,27.0,6.0,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.3,0.259,0.559,2.94,2.97,2012.0,1500,内野手,1,34,1978/06/27,183cm,90kg,不明,右右,ベネズエラ,True
斉藤　彰吾,西武,0.222,29.0,27.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.222,0.296,0.519,0.5,0.56,2012.0,750,外野手,5,23,1989/05/14,179cm,82kg,B型,左左,埼玉,False
石川　貢,西武,0.222,7.0,10.0,9.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.3,0.222,0.522,4.03,4.05,2012.0,600,外野手,3,21,1991/06/16,180cm,80kg,B型,右左,愛知,False
新田　玄気,ヤクルト,0.222,8.0,9.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.222,0.222,0.444,-0.06,-0.03,2012.0,860,捕手,4,30,1982/08/22,172cm,80kg,A型,右右,香川,False
大島　裕行,西武,0.222,5.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.222,0.333,0.556,2.37,2.2,2012.0,1250,外野手,13,31,1981/06/15,180cm,85kg,O型,左左,埼玉,False
松中　信彦,ソフトバンク,0.221,65.0,164.0,136.0,30.0,4.0,13.0,1.0,26.0,2.0,26.0,0.0,1.0,0.354,0.324,0.677,4.6,4.69,2012.0,20000,外野手,16,39,1973/12/26,183cm,98kg,B型,左左,熊本,False
北川　博敏,オリックス,0.221,59.0,159.0,140.0,31.0,1.0,11.0,0.0,17.0,0.0,23.0,0.0,3.0,0.302,0.286,0.588,2.95,3.12,2012.0,5500,内野手,18,40,1972/05/27,180cm,95kg,A型,右右,兵庫,False
鵜久森　淳志,日本ハム,0.219,20.0,37.0,32.0,7.0,4.0,6.0,0.0,4.0,0.0,9.0,1.0,0.0,0.306,0.594,0.899,6.28,6.58,2012.0,980,外野手,8,25,1987/02/01,189cm,92kg,O型,右右,愛媛,False
筒香　嘉智,DeNA,0.218,108.0,446.0,386.0,84.0,10.0,45.0,1.0,51.0,2.0,102.0,2.0,4.0,0.309,0.352,0.661,3.8,3.98,2012.0,1200,内野手,3,21,1991/11/26,184cm,95kg,A型,右左,和歌山,False
小島　脩平,オリックス,0.218,29.0,91.0,87.0,19.0,0.0,2.0,1.0,3.0,0.0,19.0,1.0,2.0,0.244,0.218,0.463,1.18,1.28,2012.0,800,内野手,1,25,1987/06/05,177cm,75kg,O型,右左,群馬,False
藤本　敦士,ヤクルト,0.218,66.0,88.0,78.0,17.0,0.0,3.0,0.0,10.0,0.0,12.0,0.0,1.0,0.307,0.269,0.576,2.97,3.01,2012.0,2700,内野手,12,35,1977/10/04,174cm,72kg,O型,右左,兵庫,False
野中　信吾,オリックス,0.217,74.0,149.0,120.0,26.0,0.0,7.0,12.0,11.0,2.0,20.0,16.0,2.0,0.293,0.275,0.568,2.4,2.44,2012.0,1100,外野手,11,29,1983/09/24,168cm,70kg,A型,右両,佐賀,False
平田　良介,中日,0.216,91.0,301.0,269.0,58.0,11.0,32.0,1.0,28.0,1.0,59.0,1.0,9.0,0.29,0.361,0.651,3.26,3.47,2012.0,3000,外野手,7,24,1988/03/23,177cm,88kg,B型,右右,大阪,False
井手　正太郎,DeNA,0.214,11.0,30.0,28.0,6.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.267,0.5,0.767,3.57,3.67,2012.0,1000,外野手,11,29,1983/10/10,179cm,79kg,O型,右右,宮崎,False
野原　将志,阪神,0.214,5.0,14.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.214,0.214,0.429,1.03,1.13,2012.0,650,内野手,6,24,1988/04/04,184cm,85kg,A型,右右,長崎,False
梶本　勇介,オリックス,0.213,42.0,67.0,61.0,13.0,0.0,5.0,0.0,3.0,0.0,17.0,2.0,0.0,0.246,0.328,0.574,2.19,2.35,2012.0,1700,内野手,11,29,1983/12/18,175cm,79kg,AB型,右両,大阪,False
関本　賢太郎,阪神,0.212,91.0,124.0,99.0,21.0,1.0,12.0,0.0,17.0,3.0,23.0,5.0,0.0,0.345,0.253,0.597,3.59,3.73,2012.0,7500,内野手,16,34,1978/08/26,186cm,92kg,O型,右右,奈良,False
高谷　裕亮,ソフトバンク,0.211,64.0,144.0,133.0,28.0,0.0,10.0,1.0,7.0,0.0,25.0,3.0,2.0,0.248,0.271,0.519,1.9,1.95,2012.0,1450,捕手,6,31,1981/11/13,179cm,85kg,O型,右左,栃木,False
浅井　良,阪神,0.211,62.0,86.0,76.0,16.0,0.0,9.0,0.0,3.0,0.0,15.0,5.0,2.0,0.235,0.25,0.485,1.45,1.71,2012.0,3000,外野手,11,33,1979/07/19,176cm,82kg,O型,右右,神奈川,False
栗原　健太,広島,0.211,21.0,84.0,76.0,16.0,0.0,5.0,0.0,6.0,0.0,15.0,0.0,1.0,0.262,0.211,0.472,1.69,2.1,2012.0,16000,内野手,13,30,1982/01/08,183cm,95kg,O型,右右,山形,False
英智,中日,0.211,53.0,24.0,19.0,4.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,0.286,0.211,0.496,1.69,1.82,2012.0,3200,外野手,14,36,1976/05/09,182cm,74kg,O型,右右,岐阜,False
堂上　直倫,中日,0.21,116.0,182.0,167.0,35.0,0.0,11.0,1.0,5.0,1.0,34.0,8.0,6.0,0.236,0.257,0.493,1.39,1.42,2012.0,1500,内野手,6,24,1988/09/23,184cm,82kg,O型,右右,愛知,False
ルイーズ,DeNA,0.21,32.0,65.0,62.0,13.0,2.0,5.0,0.0,3.0,0.0,20.0,0.0,4.0,0.246,0.339,0.585,1.83,1.93,2012.0,1500,内野手,3,35,1977/10/19,185cm,112kg,不明,右右,アメリカ,True
山崎　武司,中日,0.209,90.0,215.0,191.0,40.0,1.0,13.0,1.0,18.0,4.0,44.0,0.0,5.0,0.288,0.293,0.582,2.72,2.79,2012.0,3000,内野手,26,44,1968/11/07,181cm,105kg,A型,右右,愛知,False
古城　茂幸,巨人,0.209,65.0,149.0,129.0,27.0,0.0,8.0,2.0,12.0,0.0,28.0,6.0,5.0,0.273,0.256,0.529,1.96,2.07,2012.0,3700,内野手,15,36,1976/01/12,174cm,77kg,B型,右左,千葉,False
岩村　明憲,楽天,0.209,26.0,79.0,67.0,14.0,1.0,5.0,0.0,11.0,0.0,10.0,0.0,0.0,0.316,0.343,0.66,4.15,4.26,2012.0,15000,内野手,12,33,1979/02/09,176cm,84kg,O型,右左,愛媛,False
吉村　裕基,DeNA,0.209,25.0,72.0,67.0,14.0,2.0,7.0,0.0,5.0,0.0,22.0,0.0,0.0,0.264,0.343,0.607,2.88,2.99,2012.0,5000,外野手,10,28,1984/06/14,183cm,94kg,B型,右右,福岡,False
小窪　哲也,広島,0.209,25.0,52.0,43.0,9.0,0.0,2.0,0.0,1.0,1.0,6.0,7.0,1.0,0.244,0.279,0.524,1.77,1.7,2012.0,1800,内野手,5,27,1985/04/12,175cm,78kg,O型,右右,奈良,False
森田　一成,阪神,0.208,11.0,30.0,24.0,5.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,0.0,0.333,0.333,0.667,4.43,4.85,2012.0,780,内野手,5,23,1989/08/04,185cm,95kg,A型,右左,岡山,False
柳田　殖生,中日,0.208,29.0,26.0,24.0,5.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,1.0,0.269,0.208,0.478,1.3,1.42,2012.0,680,内野手,7,30,1982/03/31,178cm,77kg,A型,右右,兵庫,False
