選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
井上　晴哉,ロッテ,0.211,36,104,95,20,2,7,0,6,2,23,0,1,0.269,0.316,0.585,2.82,3.00,2014
今浪　隆博,ヤクルト,0.211,13,41,38,8,0,1,0,3,0,4,0,0,0.268,0.237,0.505,2.19,2.26,2014
アブレイユ,日本ハム,0.211,6,22,19,4,1,1,0,3,0,7,0,0,0.318,0.368,0.687,4.36,4.59,2014
米野　智人,西武,0.211,12,21,19,4,0,5,0,0,0,4,0,1,0.19,0.211,0.401,0.44,1.49,2014
上田　剛史,ヤクルト,0.21,115,292,252,53,2,20,16,18,3,45,16,1,0.268,0.266,0.534,2.49,2.69,2014
江村　直也,ロッテ,0.208,44,61,53,11,0,1,0,3,0,12,5,1,0.25,0.226,0.476,1.47,1.51,2014
金子　圭輔,ソフトバンク,0.208,38,61,48,10,0,6,1,9,1,15,3,0,0.345,0.25,0.595,3.32,3.34,2014
大嶺　翔太,ロッテ,0.208,16,26,24,5,2,3,0,1,0,6,0,0,0.231,0.458,0.689,3.10,3.87,2014
村田　和哉,日本ハム,0.207,42,63,58,12,0,1,2,2,0,19,3,1,0.233,0.241,0.475,0.73,0.88,2014
俊介,阪神,0.206,87,119,102,21,1,6,2,10,1,12,6,3,0.283,0.275,0.558,2.28,2.30,2014
坂　克彦,阪神,0.206,88,78,63,13,0,6,0,10,0,21,3,0,0.307,0.254,0.561,2.97,3.31,2014
井手　正太郎,DeNA,0.205,36,77,73,15,3,13,0,3,0,20,0,2,0.234,0.37,0.604,2.51,2.77,2014
中井　大介,巨人,0.204,23,52,49,10,0,3,1,3,0,13,0,3,0.25,0.286,0.536,1.58,1.58,2014
杉谷　拳士,日本ハム,0.203,87,146,123,25,2,9,11,8,4,19,11,1,0.274,0.317,0.591,3.17,3.21,2014
後藤　光尊,楽天,0.203,54,141,138,28,1,11,0,1,0,38,0,5,0.206,0.261,0.467,0.89,1.11,2014
炭谷　銀仁朗,西武,0.202,125,423,381,77,7,36,0,17,2,74,20,10,0.238,0.297,0.535,1.80,1.96,2014
金城　龍彦,DeNA,0.2,90,175,160,32,0,11,0,13,1,21,1,3,0.264,0.238,0.502,1.76,1.79,2014
鵜久森　淳志,日本ハム,0.2,24,44,40,8,0,1,0,4,0,9,0,0,0.273,0.25,0.523,2.36,2.49,2014
寺内　崇幸,巨人,0.2,40,41,35,7,0,0,4,0,2,10,4,1,0.243,0.2,0.443,1.63,1.71,2014
高橋　信二,オリックス,0.2,10,32,30,6,0,0,0,2,0,3,0,0,0.25,0.267,0.517,2.19,2.18,2014
宮崎　祐樹,オリックス,0.2,4,8,5,1,0,0,0,3,0,2,0,0,0.5,0.2,0.7,3.94,4.43,2014
渡邉　諒,日本ハム,0.2,2,6,5,1,0,0,0,1,0,3,0,0,0.333,0.2,0.533,2.85,3.11,2014
堂上　剛裕,中日,0.2,6,5,5,1,0,0,0,0,0,3,0,0,0.2,0.2,0.4,0.65,0.81,2014
青松　敬鎔,ロッテ,0.2,3,5,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.4,0.77,0.88,2014
溝脇　隼人,中日,0.2,2,5,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.4,0.77,0.88,2014
梅野　隆太郎,阪神,0.197,92,265,249,49,7,21,0,10,2,78,2,7,0.232,0.349,0.581,2.18,2.34,2014
根元　俊一,ロッテ,0.197,78,224,198,39,2,21,1,15,1,55,7,4,0.253,0.303,0.556,1.80,2.03,2014
佐藤　賢治,日本ハム,0.196,44,114,107,21,3,9,0,4,0,38,3,2,0.225,0.336,0.562,1.98,2.09,2014
谷繁　元信,中日,0.195,91,274,226,44,1,23,0,39,2,36,5,8,0.316,0.257,0.573,2.61,2.75,2014
セペダ,巨人,0.194,52,132,108,21,6,18,0,23,0,38,0,4,0.333,0.389,0.722,4.21,4.51,2014
石原　慶幸,広島,0.192,80,223,193,37,4,19,1,21,1,43,8,6,0.274,0.295,0.57,2.21,2.26,2014
岩本　貴裕,広島,0.192,39,55,52,10,2,10,0,2,0,10,0,3,0.218,0.346,0.564,1.67,2.05,2014
谷内　亮太,ヤクルト,0.191,43,99,89,17,1,16,0,4,1,14,2,1,0.227,0.27,0.496,1.62,2.03,2014
細川　亨,ソフトバンク,0.19,112,294,247,47,5,32,0,12,3,83,29,3,0.234,0.287,0.521,1.85,2.03,2014
岡田　雅利,西武,0.188,22,36,32,6,0,2,0,0,1,7,3,0,0.212,0.25,0.462,1.41,1.40,2014
岩崎　達郎,楽天,0.185,56,63,54,10,0,7,0,5,1,12,3,1,0.267,0.259,0.526,1.80,1.87,2014
藤村　大介,巨人,0.185,21,29,27,5,0,1,3,2,0,4,0,0,0.241,0.222,0.464,2.30,2.37,2014
大松　尚逸,ロッテ,0.183,36,90,82,15,2,9,0,7,1,12,0,2,0.256,0.341,0.597,2.62,2.65,2014
永江　恭平,西武,0.182,65,100,88,16,0,3,0,5,0,31,7,2,0.226,0.261,0.487,1.24,1.23,2014
森山　周,楽天,0.182,50,53,44,8,0,0,8,3,0,12,6,0,0.234,0.205,0.439,1.69,1.75,2014
梅田　尚通,西武,0.182,4,12,11,2,1,4,0,1,0,3,0,0,0.25,0.455,0.705,2.54,3.05,2014
矢野　謙次,巨人,0.179,54,85,78,14,0,3,0,4,0,13,2,3,0.217,0.218,0.435,0.77,0.96,2014
柴田　講平,阪神,0.179,27,40,39,7,0,1,0,1,0,7,0,1,0.2,0.205,0.405,0.52,0.61,2014
松井　雅人,中日,0.176,67,162,142,25,1,4,3,16,0,47,4,3,0.259,0.232,0.492,1.67,1.80,2014
川島　慶三,ソフトバンク,0.176,10,21,17,3,0,1,2,3,1,5,0,0,0.333,0.176,0.51,3.48,3.70,2014
三木　亮,ロッテ,0.176,18,20,17,3,0,0,0,1,0,5,2,2,0.222,0.176,0.399,-0.26,-0.18,2014
大野　奨太,日本ハム,0.174,105,304,259,45,6,19,0,19,5,52,19,6,0.242,0.282,0.524,1.83,2.03,2014
小斉　祐輔,楽天,0.172,17,32,29,5,1,4,0,3,0,8,0,0,0.25,0.345,0.595,2.38,2.55,2014
清田　育宏,ロッテ,0.17,24,59,47,8,4,10,0,8,2,16,2,1,0.316,0.511,0.826,4.71,4.95,2014
古本　武尊,中日,0.167,16,20,18,3,0,0,0,1,0,7,1,0,0.211,0.167,0.377,0.62,0.79,2014
早坂　圭介,ロッテ,0.167,13,6,6,1,1,2,1,0,0,0,0,0,0.167,0.667,0.833,5.71,6.32,2014
白濱　裕太,広島,0.161,30,71,62,10,1,1,0,5,0,17,4,0,0.224,0.226,0.45,1.16,1.36,2014
川本　良平,ロッテ,0.158,21,41,38,6,2,6,0,0,0,8,3,0,0.158,0.368,0.526,1.73,1.93,2014
田村　龍弘,ロッテ,0.156,50,148,128,20,0,10,0,10,1,27,9,2,0.223,0.203,0.426,0.98,1.10,2014
西浦　直亨,ヤクルト,0.156,14,36,32,5,1,5,0,4,0,6,0,0,0.25,0.281,0.531,2.30,2.54,2014
宮崎　敏郎,DeNA,0.154,5,13,13,2,0,0,0,0,0,3,0,0,0.154,0.231,0.385,0.47,0.52,2014
小関　翔太,楽天,0.152,53,111,99,15,0,5,0,0,1,31,11,1,0.16,0.202,0.362,0.28,0.34,2014
上本　達之,西武,0.148,18,30,27,4,0,2,0,3,0,8,0,1,0.233,0.259,0.493,1.33,1.33,2014
高城　俊人,DeNA,0.145,48,76,69,10,0,4,0,5,2,28,0,0,0.224,0.188,0.412,0.98,1.19,2014
榎本　葵,楽天,0.143,24,23,21,3,0,0,0,1,0,8,1,0,0.182,0.286,0.468,0.23,0.41,2014
金子　誠,日本ハム,0.143,17,23,21,3,0,2,0,1,0,7,0,0,0.174,0.143,0.317,-0.40,0.28,2014
堤　裕貴,オリックス,0.143,5,16,14,2,0,1,0,0,0,2,2,0,0.143,0.143,0.286,-0.18,-0.04,2014
森越　祐人,中日,0.143,19,12,7,1,0,0,0,2,1,1,2,0,0.4,0.143,0.543,3.33,3.54,2014
ベタンコート,オリックス,0.141,18,74,71,10,0,4,0,0,0,15,2,2,0.139,0.155,0.294,-0.69,-0.40,2014
三ツ俣　大樹,中日,0.139,29,41,36,5,1,4,0,0,0,10,4,1,0.135,0.278,0.413,0.48,0.93,2014
實松　一成,巨人,0.136,14,27,22,3,0,1,1,3,0,8,2,2,0.24,0.136,0.376,0.14,0.32,2014
武山　真吾,中日,0.127,33,72,63,8,1,5,0,3,1,15,4,1,0.176,0.175,0.351,0.22,0.62,2014
縞田　拓弥,オリックス,0.125,36,29,24,3,1,1,2,3,0,11,2,1,0.222,0.292,0.514,1.76,1.99,2014
谷　佳知,オリックス,0.125,9,20,16,2,0,0,0,3,1,5,0,0,0.3,0.25,0.55,2.83,2.89,2014
武田　健吾,オリックス,0.125,5,10,8,1,0,1,0,1,0,3,1,0,0.222,0.25,0.472,1.51,1.52,2014
岩崎　恭平,オリックス,0.125,15,9,8,1,0,0,1,0,1,4,0,0,0.222,0.125,0.347,-0.24,0.14,2014
荒木　郁也,阪神,0.125,15,9,8,1,0,0,0,0,0,2,1,0,0.125,0.125,0.25,-1.52,-1.29,2014
迎　祐一郎,広島,0.125,4,8,8,1,0,0,0,0,0,3,0,0,0.125,0.125,0.25,-0.82,-0.58,2014
岡　大海,日本ハム,0.114,15,39,35,4,0,0,1,3,0,8,1,0,0.184,0.114,0.298,-0.23,0.06,2014
松中　信彦,ソフトバンク,0.111,33,33,27,3,0,4,0,4,1,6,0,0,0.242,0.148,0.391,1.11,1.71,2014
エバンス,楽天,0.111,5,18,18,2,0,1,0,0,0,7,0,0,0.111,0.111,0.222,-1.07,-0.84,2014
李　杜軒,ソフトバンク,0.111,5,9,9,1,0,0,0,0,0,6,0,0,0.111,0.111,0.222,-1.14,-0.91,2014
中島　俊哉,楽天,0.111,4,9,9,1,0,0,0,0,0,1,0,0,0.111,0.111,0.222,-1.00,-0.78,2014
山崎　勝己,オリックス,0.108,60,79,65,7,0,4,0,2,1,20,11,0,0.147,0.123,0.27,-0.25,-0.08,2014
清水　誉,阪神,0.107,26,32,28,3,0,2,0,2,1,8,1,0,0.194,0.143,0.336,0.27,0.49,2014
岩崎　恭平,中日,0.107,18,30,28,3,0,0,0,2,0,6,0,0,0.167,0.107,0.274,-0.75,-0.46,2014
中田　亮二,中日,0.105,16,22,19,2,0,0,0,0,2,4,1,0,0.19,0.211,0.401,0.82,0.90,2014
山川　穂高,西武,0.1,14,34,30,3,2,3,0,4,0,10,0,0,0.206,0.3,0.506,1.75,2.23,2014
倉　義和,広島,0.093,26,50,43,4,1,2,0,2,2,14,3,1,0.17,0.163,0.333,-0.04,0.21,2014
伊志嶺　忠,楽天,0.091,14,25,22,2,0,0,0,2,0,6,1,0,0.167,0.091,0.258,-0.85,-0.55,2014
山本　和作,オリックス,0.083,16,16,12,1,0,2,0,1,1,2,1,1,0.2,0.083,0.283,-0.44,0.41,2014
牧原　大成,ソフトバンク,0.077,11,15,13,1,0,0,0,0,0,6,2,0,0.077,0.077,0.154,-1.80,-1.57,2014
ゴメス,中日,0.077,12,14,13,1,0,0,0,1,0,5,0,1,0.143,0.077,0.22,-1.58,-1.35,2014
星　孝典,西武,0.077,11,13,13,1,0,0,0,0,0,3,0,2,0.077,0.154,0.231,-2.20,-2.16,2014
小田　幸平,中日,0.063,17,17,16,1,0,0,0,0,0,6,1,2,0.063,0.063,0.125,-2.52,-2.40,2014
内田　靖人,楽天,0.059,7,17,17,1,0,0,0,0,0,7,0,1,0.059,0.059,0.118,-2.37,-2.18,2014
西森　将司,DeNA,0.045,12,25,22,1,0,0,0,0,0,6,3,2,0.045,0.045,0.091,-2.29,-2.14,2014
吉川　大幾,中日,0.0,16,17,14,0,0,0,0,1,0,2,2,0,0.067,0.0,0.067,-1.73,-1.45,2014
石川　貢,西武,0.0,3,11,10,0,0,0,0,0,1,2,0,0,0.091,0.0,0.091,-2.57,-2.21,2014
飛雄馬,DeNA,0.0,4,8,8,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.78,-2.50,2014
藤井　亮太,ヤクルト,0.0,7,7,6,0,0,0,0,1,0,3,0,0,0.143,0.0,0.143,-2.53,-2.08,2014
高橋　大樹,広島,0.0,2,6,6,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.81,-2.52,2014
高谷　裕亮,ソフトバンク,0.0,20,5,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2014
伏見　寅威,オリックス,0.0,7,5,5,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,-3.78,-3.74,2014
赤田　龍一郎,中日,0.0,2,5,5,0,0,1,0,0,0,2,0,1,0.0,0.0,0.0,-3.82,-3.78,2014
塚田　正義,ソフトバンク,0.0,4,4,3,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,-1.80,0.61,2014
内村　賢介,DeNA,0.0,4,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2014
立岡　宗一郎,巨人,0.0,2,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2014
小島　脩平,オリックス,0.0,10,1,1,0,0,0,2,0,0,1,0,0,0.0,0.0,0.0,-3.23,-0.81,2014
三ツ俣　大樹,オリックス,0.0,2,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2014
武山　真吾,西武,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2014
庄司　隼人,広島,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2014
中川　大志,楽天,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2014
鬼屋敷　正人,巨人,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2014
大嶋　匠,日本ハム,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2014
尾崎　匡哉,日本ハム,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2014
日高　剛,阪神,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2014
小山　桂司,楽天,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2014
丸毛　謙一,オリックス,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2014
山下　斐紹,ソフトバンク,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2014
中嶋　聡,日本ハム,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2014
下妻　貴寛,楽天,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2014
美沢　将,西武,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2014
拓也,ソフトバンク,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2014
