選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
大村　孟,ヤクルト,0.2,5,5,5,1,1,1,0,0,0,0,0,0,0.2,0.8,1.0,6.68,7.29,2019
奥村　展征,ヤクルト,0.199,74,195,166,33,1,12,0,16,3,47,10,2,0.281,0.277,0.558,2.32,2.35,2019
平沢　大河,ロッテ,0.198,51,108,91,18,1,8,0,12,0,28,5,0,0.291,0.286,0.577,2.59,2.70,2019
宇佐見　真吾,日本ハム,0.198,45,103,96,19,0,9,0,6,0,19,1,4,0.245,0.229,0.474,1.15,1.21,2019
頓宮　裕真,オリックス,0.198,28,93,91,18,3,10,0,1,0,22,0,3,0.204,0.352,0.556,1.83,2.02,2019
菅野　剛士,ロッテ,0.197,28,73,66,13,3,7,0,6,1,11,0,0,0.274,0.364,0.638,3.54,3.71,2019
周東　佑京,ソフトバンク,0.196,102,114,102,20,1,6,25,2,0,27,10,1,0.212,0.294,0.506,2.30,2.39,2019
石原　慶幸,広島,0.196,31,67,56,11,1,5,0,5,0,18,5,1,0.258,0.286,0.544,2.14,2.38,2019
西浦　颯大,オリックス,0.195,77,239,220,43,1,18,8,13,0,56,5,1,0.239,0.255,0.494,1.82,1.94,2019
上林　誠知,ソフトバンク,0.194,99,286,258,50,11,31,10,18,3,75,6,2,0.254,0.36,0.614,2.94,3.15,2019
松井　雅人,オリックス,0.194,24,42,36,7,0,2,0,3,0,7,3,0,0.256,0.194,0.451,1.53,1.66,2019
田中　広輔,広島,0.193,97,355,311,60,3,27,8,32,2,89,4,4,0.268,0.264,0.531,2.26,2.53,2019
上本　博紀,阪神,0.192,62,119,104,20,1,6,5,11,0,37,3,1,0.267,0.26,0.527,2.47,2.65,2019
田中　和基,楽天,0.188,59,193,160,30,1,9,3,26,0,37,5,3,0.298,0.269,0.567,2.19,2.43,2019
横尾　俊建,日本ハム,0.188,78,191,170,32,3,13,0,15,4,34,1,4,0.268,0.3,0.568,2.44,2.54,2019
ソラーテ,阪神,0.188,20,80,69,13,4,9,0,9,0,13,0,4,0.275,0.406,0.681,3.07,3.53,2019
吉田　大成,ヤクルト,0.188,13,39,32,6,0,2,1,4,2,8,1,1,0.316,0.219,0.535,2.08,2.23,2019
伊藤　康祐,中日,0.188,14,33,32,6,0,1,0,0,0,8,1,0,0.188,0.219,0.406,0.79,0.86,2019
桑原　将志,DeNA,0.186,72,115,102,19,2,7,2,9,1,26,3,0,0.259,0.294,0.553,2.63,2.76,2019
山下　斐紹,楽天,0.183,31,66,60,11,3,5,0,1,2,13,3,0,0.222,0.35,0.572,2.46,2.68,2019
オコエ　瑠偉,楽天,0.182,52,122,110,20,3,15,5,6,3,29,2,3,0.242,0.3,0.542,2.09,2.32,2019
塩見　泰隆,ヤクルト,0.182,45,98,88,16,1,7,4,8,2,24,0,1,0.265,0.284,0.549,2.50,2.63,2019
三好　匠,広島,0.182,43,92,77,14,2,7,1,9,0,28,6,1,0.267,0.273,0.54,2.26,2.37,2019
サンタナ,広島,0.182,13,34,33,6,0,5,0,1,0,5,0,2,0.206,0.182,0.388,0.00,0.12,2019
髙城　俊人,オリックス,0.182,5,12,11,2,0,0,0,1,0,4,0,0,0.25,0.182,0.432,1.29,1.50,2019
中谷　将大,阪神,0.181,62,131,116,21,6,19,0,12,1,37,2,0,0.264,0.379,0.643,3.40,3.59,2019
バルガス,ロッテ,0.179,35,102,84,15,1,6,0,16,2,36,0,2,0.324,0.274,0.597,3.09,3.17,2019
若月　健矢,オリックス,0.178,138,348,298,53,1,21,2,21,4,73,25,4,0.241,0.218,0.46,1.40,1.49,2019
鶴岡　慎也,日本ハム,0.177,35,69,62,11,1,4,0,3,0,13,4,2,0.215,0.258,0.473,1.13,1.25,2019
川瀬　晃,ソフトバンク,0.176,29,37,34,6,0,1,1,1,0,5,2,1,0.2,0.176,0.376,0.14,0.30,2019
坂本　誠志郎,阪神,0.175,20,44,40,7,2,3,0,1,0,8,3,2,0.195,0.325,0.52,1.22,1.41,2019
戸川　大輔,西武,0.174,10,25,23,4,1,1,0,2,0,4,0,0,0.24,0.348,0.588,2.15,2.40,2019
小郷　裕哉,楽天,0.172,22,34,29,5,1,4,0,4,0,11,1,0,0.273,0.345,0.618,3.16,3.27,2019
大野　奨太,中日,0.17,34,62,53,9,0,3,0,5,0,9,3,2,0.237,0.189,0.426,0.86,1.16,2019
柿沼　友哉,ロッテ,0.167,34,73,54,9,1,2,0,4,5,20,10,0,0.286,0.222,0.508,2.11,2.30,2019
髙谷　裕亮,ソフトバンク,0.167,55,42,30,5,1,1,0,5,0,15,7,0,0.286,0.267,0.552,2.38,2.57,2019
山下　航汰,巨人,0.167,12,13,12,2,0,0,0,1,0,2,0,0,0.231,0.25,0.481,1.72,1.73,2019
山田　遥楓,西武,0.167,4,13,12,2,0,0,0,1,0,4,0,1,0.231,0.167,0.397,-0.06,0.10,2019
伏見　寅威,オリックス,0.164,39,72,61,10,1,9,0,8,2,16,0,2,0.278,0.213,0.491,1.50,1.89,2019
川端　慎吾,ヤクルト,0.164,37,67,61,10,0,7,0,5,0,8,0,2,0.224,0.18,0.404,0.63,0.95,2019
山足　達也,オリックス,0.164,28,64,61,10,1,8,0,2,1,12,0,1,0.203,0.246,0.449,0.85,1.08,2019
細谷　圭,ロッテ,0.158,29,20,19,3,0,1,0,1,0,7,0,0,0.2,0.211,0.411,0.85,0.95,2019
髙田　知季,ソフトバンク,0.157,93,125,115,18,0,10,2,3,1,36,6,1,0.185,0.165,0.35,0.31,0.46,2019
杉本　裕太郎,オリックス,0.157,18,51,51,8,4,7,1,0,0,22,0,2,0.157,0.412,0.569,1.66,2.02,2019
堀内　謙伍,楽天,0.156,65,140,122,19,0,13,0,5,2,41,11,2,0.202,0.205,0.406,0.69,0.79,2019
足立　祐一,楽天,0.154,21,47,39,6,2,4,0,1,1,12,5,0,0.19,0.333,0.524,1.82,2.27,2019
鈴木　将平,西武,0.154,16,28,26,4,0,1,1,1,0,6,1,1,0.185,0.154,0.339,-0.36,-0.17,2019
香月　一也,ロッテ,0.152,26,33,33,5,1,3,0,0,0,9,0,0,0.152,0.242,0.394,0.54,0.82,2019
愛斗,西武,0.151,42,57,53,8,0,3,0,3,0,11,1,2,0.196,0.17,0.366,0.08,0.12,2019
中島　宏之,巨人,0.148,43,65,54,8,1,5,1,9,1,21,0,1,0.277,0.278,0.555,2.55,2.86,2019
渡辺　勝,中日,0.148,27,29,27,4,0,2,1,1,0,11,0,0,0.172,0.222,0.395,0.90,1.32,2019
宮本　丈,ヤクルト,0.143,26,47,42,6,0,0,2,4,0,19,1,2,0.217,0.143,0.36,-0.01,0.21,2019
武田　健吾,中日,0.143,29,36,35,5,0,1,0,0,0,12,1,2,0.143,0.143,0.286,-0.96,-0.82,2019
真砂　勇介,ソフトバンク,0.143,12,23,21,3,0,1,2,1,0,11,1,0,0.182,0.143,0.325,0.55,0.75,2019
上本　崇司,広島,0.143,31,22,21,3,0,0,0,0,0,5,1,1,0.143,0.143,0.286,-1.22,-1.04,2019
渡邉　大樹,ヤクルト,0.143,16,9,7,1,1,1,1,0,1,2,1,0,0.25,0.571,0.821,5.13,5.55,2019
駒月　仁人,西武,0.143,7,7,7,1,0,0,0,0,0,1,0,0,0.143,0.143,0.286,-0.42,-0.23,2019
今井　順之助,日本ハム,0.143,2,7,7,1,0,1,0,0,0,2,0,0,0.143,0.143,0.286,-0.45,-0.27,2019
石垣　雅海,中日,0.133,15,15,15,2,0,1,0,0,0,7,0,0,0.133,0.267,0.4,0.48,0.44,2019
宮﨑　祐樹,オリックス,0.13,15,28,23,3,0,1,0,2,2,9,0,0,0.25,0.13,0.38,1.03,1.75,2019
亀澤　恭平,中日,0.128,47,49,47,6,0,2,0,1,0,5,1,2,0.146,0.17,0.316,-1.09,-0.87,2019
坂口　智隆,ヤクルト,0.125,22,77,64,8,0,2,0,10,2,13,1,2,0.263,0.141,0.404,0.86,1.13,2019
武田　健吾,オリックス,0.125,6,9,8,1,0,0,1,0,1,1,0,0,0.222,0.125,0.347,1.20,1.47,2019
中田　祥多,西武,0.125,2,9,8,1,0,0,0,0,0,4,1,0,0.125,0.125,0.25,-0.58,-0.41,2019
石川　駿,中日,0.125,8,8,8,1,0,3,0,0,0,3,0,0,0.125,0.375,0.5,1.35,1.50,2019
西田　哲朗,ソフトバンク,0.125,7,8,8,1,0,1,0,0,0,0,0,0,0.125,0.25,0.375,0.36,0.35,2019
マルティネス,巨人,0.125,6,8,8,1,0,1,0,0,0,5,0,0,0.125,0.25,0.375,0.20,0.19,2019
倉本　寿彦,DeNA,0.121,24,35,33,4,0,2,0,2,0,7,0,0,0.171,0.152,0.323,-0.30,-0.08,2019
Ｔ－岡田,オリックス,0.12,20,56,50,6,1,2,0,6,0,19,0,3,0.214,0.18,0.394,0.14,0.44,2019
三ツ俣　大樹,中日,0.111,21,33,27,3,0,0,0,4,0,6,2,1,0.226,0.185,0.411,0.69,0.80,2019
荒木　郁也,阪神,0.111,9,9,9,1,0,0,0,0,0,4,0,0,0.111,0.222,0.333,-1.20,-1.05,2019
陽川　尚将,阪神,0.109,28,60,55,6,3,4,0,4,0,19,1,2,0.169,0.291,0.46,0.75,1.06,2019
藤原　恭大,ロッテ,0.105,6,19,19,2,0,2,0,0,0,6,0,0,0.105,0.105,0.211,-1.15,-0.92,2019
江村　直也,ロッテ,0.097,23,35,31,3,1,4,0,2,0,10,2,2,0.152,0.194,0.345,-0.41,-0.12,2019
永江　恭平,西武,0.095,27,26,21,2,0,1,1,4,0,12,1,0,0.24,0.143,0.383,0.60,0.86,2019
美間　優槻,ソフトバンク,0.091,15,22,22,2,1,1,0,0,0,5,0,0,0.091,0.273,0.364,0.12,0.43,2019
村林　一輝,楽天,0.083,49,25,24,2,0,0,0,0,0,5,1,1,0.083,0.125,0.208,-1.73,-1.57,2019
谷内　亮太,日本ハム,0.08,24,26,25,2,0,1,0,0,1,8,0,2,0.115,0.08,0.195,-1.86,-1.65,2019
藤井　亮太,ヤクルト,0.077,6,17,13,1,0,0,1,3,0,3,1,0,0.25,0.077,0.327,0.98,1.33,2019
山野辺　翔,西武,0.071,9,18,14,1,0,1,1,2,2,4,0,1,0.278,0.143,0.421,1.10,1.33,2019
江越　大賀,阪神,0.067,49,16,15,1,0,0,1,1,0,9,0,0,0.125,0.067,0.192,-0.92,-0.60,2019
渡辺　直人,楽天,0.063,19,19,16,1,1,1,0,1,1,7,1,0,0.167,0.25,0.417,0.80,1.27,2019
石橋　康太,中日,0.059,12,18,17,1,0,2,0,0,1,8,0,0,0.111,0.176,0.288,-0.49,-0.20,2019
関根　大気,DeNA,0.038,32,27,26,1,0,0,0,1,0,6,0,1,0.074,0.077,0.151,-1.87,-1.67,2019
飯田　大祐,オリックス,0.0,8,16,13,0,0,0,0,0,0,4,3,1,0.0,0.0,0.0,-2.46,-2.30,2019
太田　椋,オリックス,0.0,6,16,13,0,0,0,0,2,1,7,0,0,0.188,0.0,0.188,-0.91,-0.44,2019
水口　大地,西武,0.0,20,11,10,0,0,0,2,1,0,4,0,0,0.091,0.0,0.091,-1.01,-0.62,2019
橋本　到,楽天,0.0,11,10,9,0,0,0,1,1,0,3,0,0,0.1,0.0,0.1,-1.33,-0.93,2019
吉川　大幾,巨人,0.0,10,10,9,0,0,0,0,1,0,3,0,1,0.1,0.0,0.1,-2.58,-2.32,2019
友永　翔太,中日,0.0,10,10,9,0,0,0,0,1,0,4,0,0,0.1,0.0,0.1,-1.88,-1.50,2019
山崎　勝己,オリックス,0.0,24,8,8,0,0,0,0,0,0,5,0,1,0.0,0.0,0.0,-3.51,-3.39,2019
北村　拓己,巨人,0.0,5,7,5,0,0,0,1,1,1,2,0,0,0.286,0.0,0.286,1.59,2.11,2019
岸田　行倫,巨人,0.0,4,7,7,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.76,-2.51,2019
石原　彪,楽天,0.0,4,7,7,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,-2.85,-2.58,2019
俊介,阪神,0.0,6,6,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2019
飛雄馬,DeNA,0.0,5,5,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2019
内田　靖人,楽天,0.0,2,5,2,0,0,0,0,2,1,0,0,0,0.6,0.0,0.6,10.26,11.34,2019
濱田　太貴,ヤクルト,0.0,2,5,5,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.83,-2.54,2019
増田　珠,ソフトバンク,0.0,2,4,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.75,-2.50,2019
下水流　昂,広島,0.0,2,4,4,0,0,0,0,0,0,2,0,1,0.0,0.0,0.0,-4.04,-4.05,2019
万波　中正,日本ハム,0.0,2,4,4,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.81,-2.57,2019
福浦　和也,ロッテ,0.0,1,4,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2019
加藤　脩平,巨人,0.0,5,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2019
黒羽根　利規,日本ハム,0.0,4,3,2,0,0,1,0,1,0,1,0,0,0.333,0.0,0.333,1.39,2.03,2019
中川　大志,DeNA,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2019
斉藤　彰吾,西武,0.0,3,3,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.92,-2.61,2019
九鬼　隆平,ソフトバンク,0.0,2,3,2,0,0,0,0,0,1,1,0,0,0.333,0.0,0.333,1.39,2.03,2019
白村　明弘,日本ハム,0.0,1,3,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.92,-2.61,2019
島井　寛仁,楽天,0.0,10,2,1,0,0,0,1,1,0,0,0,0,0.5,0.0,0.5,0.54,1.49,2019
根尾　昂,中日,0.0,2,2,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.92,-2.70,2019
實松　一成,日本ハム,0.0,5,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2019
山崎　憲晴,阪神,0.0,2,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2019
西巻　賢二,楽天,0.0,2,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2019
岩本　貴裕,広島,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2019
百瀬　大騎,DeNA,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2019
李　杜軒,ロッテ,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2019
高木　渉,西武,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2019
髙松　渡,中日,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2019
宮本　秀明,DeNA,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2019
赤松　真人,広島,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2019
田中　貴也,巨人,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2019
