選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
西川　遥輝,日本ハム,0.265,143.0,637.0,555.0,147.0,8.0,57.0,43.0,63.0,3.0,139.0,16.0,1.0,0.343,0.389,0.732,5.16,5.03,2014.0,2100,内野手,4,22,1992/04/16,179cm,75kg,A型,右左,和歌山,False
大和,阪神,0.264,121.0,481.0,398.0,105.0,1.0,24.0,11.0,28.0,4.0,52.0,50.0,7.0,0.318,0.319,0.637,3.20,3.11,2014.0,4800,外野手,9,27,1987/11/05,177cm,65kg,A型,右右,鹿児島,False
黒羽根　利規,DeNA,0.264,109.0,374.0,326.0,86.0,2.0,24.0,1.0,24.0,5.0,78.0,17.0,10.0,0.322,0.313,0.635,3.19,3.18,2014.0,1200,捕手,9,27,1987/06/02,178cm,86kg,A型,右右,神奈川,False
聖澤　諒,楽天,0.264,66.0,209.0,182.0,48.0,1.0,17.0,5.0,20.0,4.0,46.0,2.0,2.0,0.348,0.341,0.688,4.29,4.27,2014.0,9800,外野手,7,29,1985/11/03,179cm,72kg,B型,右左,長野,False
梶谷　隆幸,DeNA,0.263,142.0,609.0,525.0,138.0,16.0,72.0,39.0,70.0,7.0,135.0,3.0,12.0,0.355,0.438,0.793,5.68,5.61,2014.0,2300,外野手,8,26,1988/08/28,180cm,83kg,A型,右左,島根,False
嶋　基宏,楽天,0.263,126.0,432.0,350.0,92.0,1.0,36.0,6.0,65.0,1.0,84.0,11.0,13.0,0.375,0.309,0.684,4.15,4.23,2014.0,12000,捕手,8,30,1984/12/13,179cm,82kg,A型,右右,岐阜,False
脇谷　亮太,西武,0.263,96.0,233.0,205.0,54.0,2.0,20.0,4.0,15.0,2.0,45.0,10.0,1.0,0.318,0.346,0.665,4.02,3.94,2014.0,2400,内野手,9,33,1981/11/04,176cm,77kg,A型,右左,大分,False
市川　友也,日本ハム,0.263,71.0,166.0,137.0,36.0,2.0,9.0,0.0,6.0,3.0,22.0,19.0,0.0,0.306,0.336,0.642,3.50,3.50,2014.0,650,捕手,5,29,1985/05/09,176cm,81kg,O型,右右,神奈川,False
林崎　遼,西武,0.263,17.0,44.0,38.0,10.0,0.0,1.0,0.0,4.0,0.0,6.0,2.0,1.0,0.333,0.316,0.649,3.15,3.05,2014.0,1000,内野手,4,26,1988/06/12,175cm,80kg,O型,右右,兵庫,False
横川　史学,巨人,0.263,16.0,21.0,19.0,5.0,1.0,5.0,0.0,2.0,0.0,6.0,0.0,0.0,0.333,0.474,0.807,5.92,5.84,2014.0,1200,外野手,8,30,1984/12/03,186cm,90kg,B型,右左,千葉,False
エルナンデス,中日,0.262,86.0,304.0,279.0,73.0,5.0,32.0,2.0,19.0,1.0,58.0,3.0,4.0,0.309,0.373,0.682,4.03,4.01,2014.0,3090,内野手,1,32,1982/10/30,178cm,87kg,不明,右両,ドミニカ共和国,True
木村　昇吾,広島,0.261,101.0,253.0,238.0,62.0,1.0,13.0,4.0,4.0,3.0,57.0,7.0,3.0,0.28,0.324,0.604,2.97,2.93,2014.0,3100,内野手,12,34,1980/04/16,182cm,78kg,A型,右左,大阪,False
荻野　貴司,ロッテ,0.261,40.0,155.0,142.0,37.0,3.0,12.0,15.0,8.0,0.0,14.0,5.0,1.0,0.3,0.423,0.723,5.02,4.81,2014.0,3000,外野手,5,29,1985/10/21,172cm,75kg,O型,右右,奈良,False
エルドレッド,広島,0.26,118.0,505.0,454.0,118.0,37.0,104.0,2.0,41.0,7.0,169.0,0.0,8.0,0.329,0.544,0.873,6.20,6.28,2014.0,5100,内野手,3,34,1980/07/12,196cm,122kg,不明,右右,アメリカ,True
渡辺　直人,西武,0.26,104.0,429.0,350.0,91.0,0.0,26.0,4.0,32.0,11.0,46.0,35.0,9.0,0.34,0.314,0.654,3.65,3.54,2014.0,5000,内野手,8,34,1980/10/15,173cm,73kg,AB型,右右,茨城,False
関本　賢太郎,阪神,0.26,63.0,66.0,50.0,13.0,1.0,15.0,0.0,13.0,1.0,16.0,1.0,3.0,0.415,0.4,0.815,5.68,5.68,2014.0,5700,内野手,18,36,1978/08/26,186cm,94kg,O型,右右,奈良,False
安達　了一,オリックス,0.259,143.0,601.0,486.0,126.0,8.0,50.0,29.0,58.0,8.0,79.0,45.0,8.0,0.345,0.356,0.701,4.26,4.29,2014.0,3200,内野手,3,26,1988/01/07,178cm,77kg,O型,右右,群馬,False
秋山　翔吾,西武,0.259,131.0,561.0,475.0,123.0,4.0,47.0,3.0,70.0,3.0,98.0,11.0,4.0,0.356,0.36,0.716,4.82,4.74,2014.0,6500,外野手,4,26,1988/04/16,183cm,88kg,A型,右左,神奈川,False
中島　卓也,日本ハム,0.259,126.0,461.0,382.0,99.0,0.0,32.0,28.0,43.0,0.0,92.0,35.0,4.0,0.333,0.298,0.632,3.61,3.58,2014.0,2200,内野手,6,23,1991/01/11,176cm,70kg,A型,右左,福岡,False
今成　亮太,阪神,0.259,115.0,362.0,332.0,86.0,4.0,24.0,2.0,18.0,3.0,48.0,9.0,9.0,0.303,0.34,0.643,3.22,3.14,2014.0,2000,捕手,9,27,1987/10/06,178cm,76kg,O型,右左,埼玉,False
松本　啓二朗,DeNA,0.259,34.0,58.0,54.0,14.0,0.0,5.0,1.0,1.0,1.0,10.0,2.0,1.0,0.286,0.352,0.638,3.38,3.13,2014.0,1400,外野手,6,28,1986/06/24,180cm,80kg,O型,左左,千葉,False
近藤　健介,日本ハム,0.258,89.0,291.0,264.0,68.0,4.0,28.0,3.0,15.0,0.0,45.0,10.0,4.0,0.295,0.386,0.682,3.65,3.59,2014.0,720,捕手,3,21,1993/08/09,173cm,85kg,O型,右左,千葉,False
中村　剛也,西武,0.257,111.0,466.0,382.0,98.0,34.0,90.0,0.0,79.0,2.0,124.0,0.0,13.0,0.384,0.579,0.963,7.40,7.47,2014.0,35000,内野手,13,31,1983/08/15,175cm,102kg,O型,右右,大阪,False
伊藤　光,オリックス,0.257,137.0,429.0,358.0,92.0,3.0,48.0,0.0,24.0,5.0,80.0,39.0,2.0,0.31,0.332,0.643,3.42,3.41,2014.0,4800,捕手,7,25,1989/04/23,180cm,80kg,B型,右右,愛知,False
キラ,広島,0.257,88.0,335.0,288.0,74.0,11.0,40.0,0.0,41.0,4.0,85.0,0.0,4.0,0.355,0.417,0.772,5.46,5.50,2014.0,10300,内野手,2,30,1984/03/29,193cm,105kg,不明,右左,アメリカ,True
桑原　将志,DeNA,0.257,53.0,169.0,144.0,37.0,1.0,13.0,4.0,15.0,2.0,32.0,8.0,5.0,0.335,0.354,0.69,3.88,3.75,2014.0,610,外野手,3,21,1993/07/21,174cm,74kg,B型,右右,大阪,False
高橋　周平,中日,0.257,61.0,156.0,144.0,37.0,6.0,14.0,0.0,8.0,0.0,29.0,2.0,2.0,0.292,0.451,0.744,4.55,4.61,2014.0,1500,内野手,3,20,1994/01/18,180cm,85kg,O型,右左,神奈川,False
村田　修一,巨人,0.256,143.0,575.0,519.0,133.0,21.0,68.0,2.0,39.0,13.0,83.0,0.0,22.0,0.322,0.41,0.732,4.17,4.25,2014.0,30000,内野手,12,34,1980/12/28,177cm,92kg,AB型,右右,福岡,False
橋本　到,巨人,0.256,103.0,402.0,351.0,90.0,4.0,35.0,11.0,32.0,3.0,78.0,14.0,5.0,0.322,0.33,0.653,3.85,3.84,2014.0,1400,外野手,6,24,1990/04/28,172cm,75kg,O型,右左,宮城,False
井端　弘和,巨人,0.256,87.0,187.0,164.0,42.0,3.0,16.0,0.0,18.0,0.0,24.0,4.0,11.0,0.328,0.329,0.657,3.04,3.11,2014.0,4500,内野手,17,39,1975/05/12,173cm,75kg,B型,右右,神奈川,False
ペーニャ,オリックス,0.255,140.0,572.0,502.0,128.0,32.0,90.0,2.0,59.0,10.0,124.0,0.0,15.0,0.344,0.486,0.83,5.68,5.67,2014.0,12000,外野手,3,32,1982/01/23,191cm,118kg,不明,右右,ドミニカ共和国,True
バルディリス,DeNA,0.255,139.0,510.0,451.0,115.0,17.0,52.0,0.0,43.0,11.0,66.0,0.0,20.0,0.331,0.437,0.768,4.60,4.62,2014.0,7500,内野手,7,31,1983/01/05,185cm,90kg,不明,右右,ベネズエラ,True
小林　誠司,巨人,0.255,63.0,121.0,110.0,28.0,2.0,14.0,0.0,4.0,4.0,26.0,3.0,4.0,0.305,0.373,0.678,3.51,3.39,2014.0,1500,捕手,1,25,1989/06/07,178cm,74kg,O型,右右,大阪,False
福留　孝介,阪神,0.253,104.0,367.0,312.0,79.0,9.0,34.0,1.0,47.0,1.0,48.0,3.0,11.0,0.349,0.365,0.714,4.35,4.51,2014.0,15000,外野手,11,37,1977/04/26,182cm,90kg,B型,右左,鹿児島,False
加藤　翔平,ロッテ,0.253,98.0,342.0,320.0,81.0,3.0,18.0,5.0,8.0,4.0,71.0,10.0,2.0,0.28,0.344,0.624,3.13,3.05,2014.0,1100,外野手,2,23,1991/03/28,183cm,84kg,AB型,右両,埼玉,False
片岡　治大,巨人,0.252,126.0,484.0,429.0,108.0,6.0,32.0,24.0,29.0,3.0,51.0,23.0,14.0,0.304,0.34,0.644,3.28,3.22,2014.0,9500,内野手,10,31,1983/02/17,176cm,80kg,O型,右右,千葉,False
明石　健志,ソフトバンク,0.252,93.0,273.0,250.0,63.0,1.0,21.0,17.0,13.0,2.0,54.0,7.0,4.0,0.293,0.336,0.629,3.45,3.39,2014.0,3000,内野手,11,28,1986/01/09,175cm,66kg,B型,右左,北海道,False
森本　稀哲,西武,0.252,99.0,173.0,147.0,37.0,0.0,13.0,2.0,16.0,1.0,42.0,9.0,0.0,0.329,0.347,0.676,4.04,3.90,2014.0,2000,外野手,16,33,1981/01/31,185cm,81kg,B型,右右,東京都,True
ヘルマン,オリックス,0.25,141.0,595.0,532.0,133.0,7.0,52.0,30.0,54.0,4.0,95.0,2.0,17.0,0.322,0.346,0.668,3.57,3.58,2014.0,10000,内野手,3,36,1978/01/26,175cm,88kg,不明,右右,ドミニカ共和国,True
西田　哲朗,楽天,0.25,131.0,415.0,372.0,93.0,7.0,41.0,8.0,24.0,4.0,100.0,12.0,9.0,0.3,0.358,0.658,3.47,3.50,2014.0,700,内野手,5,23,1991/09/04,180cm,78kg,O型,右右,大阪,False
相川　亮二,ヤクルト,0.25,58.0,207.0,192.0,48.0,2.0,21.0,0.0,9.0,2.0,31.0,2.0,5.0,0.288,0.323,0.611,2.97,3.01,2014.0,11000,捕手,20,38,1976/07/11,182cm,94kg,A型,右右,千葉,False
松井　佑介,中日,0.25,52.0,102.0,96.0,24.0,2.0,6.0,1.0,2.0,2.0,27.0,2.0,3.0,0.28,0.385,0.665,3.36,3.24,2014.0,1000,外野手,5,27,1987/07/10,183cm,83kg,O型,右右,大阪,False
阿部　俊人,楽天,0.25,26.0,24.0,20.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,0.25,0.25,0.5,1.26,1.23,2014.0,1200,内野手,4,26,1988/12/23,180cm,73kg,AB型,右左,宮城,False
三輪　正義,ヤクルト,0.25,32.0,22.0,20.0,5.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.286,0.3,0.586,2.27,2.16,2014.0,1750,内野手,7,30,1984/01/23,168cm,70kg,A型,右左,山口,False
西田　明央,ヤクルト,0.25,8.0,22.0,20.0,5.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,0.318,0.5,0.818,5.89,5.72,2014.0,630,捕手,4,22,1992/04/28,178cm,83kg,AB型,右右,京都,False
アブレイユ,西武,0.25,7.0,17.0,16.0,4.0,0.0,4.0,1.0,1.0,0.0,6.0,0.0,2.0,0.294,0.375,0.669,2.36,2.30,2014.0,680,外野手,2,25,1989/10/24,190cm,85kg,不明,右右,ドミニカ共和国,True
アブレイユ,西武,0.25,7.0,17.0,16.0,4.0,0.0,4.0,1.0,1.0,0.0,6.0,0.0,2.0,0.294,0.375,0.669,2.36,2.30,2014.0,6000,内野手,2,35,1979/01/02,187cm,111kg,不明,右右,キューバ,True
アブレイユ,日本ハム,0.211,6.0,22.0,19.0,4.0,1.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.318,0.368,0.687,4.36,4.59,2014.0,680,外野手,2,25,1989/10/24,190cm,85kg,不明,右右,ドミニカ共和国,True
アブレイユ,日本ハム,0.211,6.0,22.0,19.0,4.0,1.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.318,0.368,0.687,4.36,4.59,2014.0,6000,内野手,2,35,1979/01/02,187cm,111kg,不明,右右,キューバ,True
関根　大気,DeNA,0.25,3.0,13.0,12.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.308,0.25,0.558,3.54,3.57,2014.0,550,外野手,1,19,1995/06/28,174cm,80kg,A型,左左,愛知,False
城所　龍磨,ソフトバンク,0.25,81.0,12.0,8.0,2.0,0.0,0.0,8.0,2.0,0.0,3.0,2.0,0.0,0.4,0.25,0.65,2.47,3.06,2014.0,1700,外野手,11,29,1985/09/24,177cm,78kg,B型,右左,愛知,False
西村　弥,楽天,0.25,17.0,12.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.25,0.25,0.5,1.94,1.98,2014.0,1000,内野手,9,31,1983/09/08,177cm,75kg,A型,右両,沖縄,False
福田　永将,中日,0.25,10.0,12.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.25,0.333,0.583,1.55,1.38,2014.0,675,内野手,8,26,1988/07/23,181cm,80kg,O型,右右,神奈川,False
石井　義人,巨人,0.25,7.0,6.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.333,0.25,0.583,3.93,6.21,2014.0,2600,内野手,18,36,1978/07/12,178cm,85kg,O型,右左,埼玉,False
田中　大輔,中日,0.25,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,2.05,2.07,2014.0,880,捕手,8,30,1984/12/18,175cm,81kg,O型,右右,広島,False
石川　亮,日本ハム,0.25,1.0,4.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.75,1.0,7.27,6.84,2014.0,450,捕手,1,19,1995/07/20,180cm,83kg,O型,右右,神奈川,False
石川　雄洋,DeNA,0.248,138.0,539.0,483.0,120.0,7.0,36.0,9.0,32.0,8.0,98.0,16.0,9.0,0.306,0.346,0.652,3.56,3.52,2014.0,6500,内野手,10,28,1986/07/10,183cm,78kg,O型,右左,静岡,False
阿部　慎之助,巨人,0.248,131.0,526.0,459.0,114.0,19.0,57.0,1.0,58.0,7.0,77.0,0.0,16.0,0.34,0.425,0.765,4.74,4.73,2014.0,60000,捕手,14,35,1979/03/20,180cm,97kg,A型,右左,千葉,False
サブロー,ロッテ,0.248,81.0,249.0,218.0,54.0,4.0,25.0,0.0,27.0,1.0,60.0,0.0,6.0,0.329,0.362,0.692,3.94,4.03,2014.0,13000,外野手,20,38,1976/06/01,181cm,90kg,B型,右右,岡山,False
ボウカー,楽天,0.248,65.0,230.0,214.0,53.0,7.0,22.0,3.0,11.0,3.0,55.0,0.0,9.0,0.291,0.411,0.703,3.73,3.77,2014.0,1500,外野手,3,31,1983/07/08,188cm,86kg,不明,左左,アメリカ,True
原　拓也,オリックス,0.248,120.0,185.0,161.0,40.0,2.0,15.0,0.0,14.0,0.0,27.0,9.0,4.0,0.307,0.348,0.655,3.44,3.42,2014.0,2700,内野手,8,30,1984/05/18,175cm,80kg,O型,右左,神奈川,False
大崎　雄太朗,西武,0.248,51.0,113.0,101.0,25.0,1.0,10.0,1.0,5.0,1.0,14.0,5.0,3.0,0.287,0.307,0.594,2.59,2.67,2014.0,2700,外野手,8,30,1984/10/18,169cm,79kg,O型,右左,茨城,False
金子　侑司,西武,0.247,91.0,272.0,243.0,60.0,2.0,16.0,21.0,14.0,2.0,48.0,12.0,2.0,0.292,0.337,0.63,3.49,3.48,2014.0,1800,内野手,2,24,1990/04/24,178cm,70kg,B型,右両,京都,False
堂林　翔太,広島,0.246,93.0,330.0,284.0,70.0,8.0,28.0,1.0,32.0,6.0,87.0,5.0,3.0,0.332,0.38,0.713,4.53,4.63,2014.0,2000,内野手,5,23,1991/08/17,183cm,83kg,A型,右右,愛知,False
大田　泰示,巨人,0.246,44.0,74.0,65.0,16.0,2.0,12.0,4.0,8.0,1.0,20.0,0.0,2.0,0.338,0.431,0.769,4.70,4.55,2014.0,1125,外野手,6,24,1990/06/09,188cm,95kg,O型,右右,広島,False
緒方　凌介,阪神,0.246,28.0,69.0,57.0,14.0,2.0,5.0,2.0,8.0,2.0,14.0,2.0,0.0,0.358,0.386,0.744,5.18,5.15,2014.0,700,外野手,2,24,1990/08/25,176cm,65kg,O型,右左,大阪,False
中村　一生,オリックス,0.246,62.0,64.0,57.0,14.0,0.0,4.0,5.0,4.0,0.0,11.0,2.0,0.0,0.29,0.333,0.624,3.46,3.49,2014.0,1150,外野手,10,32,1982/04/02,186cm,85kg,AB型,右右,東京都,True
大引　啓次,日本ハム,0.245,132.0,512.0,432.0,106.0,5.0,47.0,21.0,51.0,1.0,98.0,26.0,11.0,0.325,0.331,0.656,3.63,3.64,2014.0,7000,内野手,8,30,1984/06/29,178cm,84kg,A型,右右,大阪,False
田中　浩康,ヤクルト,0.245,77.0,111.0,102.0,25.0,3.0,10.0,0.0,8.0,0.0,15.0,1.0,4.0,0.3,0.373,0.673,3.44,3.47,2014.0,12500,内野手,10,32,1982/05/24,177cm,77kg,O型,右右,京都,False
中村　紀洋,DeNA,0.245,13.0,56.0,49.0,12.0,0.0,10.0,0.0,6.0,0.0,10.0,0.0,3.0,0.321,0.286,0.607,2.69,2.85,2014.0,5000,内野手,22,41,1973/07/24,180cm,93kg,O型,右右,大阪,False
新井　貴浩,阪神,0.244,94.0,194.0,176.0,43.0,3.0,31.0,0.0,15.0,2.0,33.0,0.0,6.0,0.309,0.33,0.639,3.29,3.31,2014.0,20000,内野手,16,37,1977/01/30,189cm,96kg,B型,右右,広島,False
ロペス,巨人,0.243,134.0,407.0,375.0,91.0,22.0,57.0,1.0,20.0,4.0,66.0,3.0,15.0,0.285,0.464,0.749,4.09,4.27,2014.0,17000,内野手,2,31,1983/11/24,183cm,93kg,不明,右右,ベネズエラ,True
武内　晋一,ヤクルト,0.243,55.0,125.0,111.0,27.0,4.0,9.0,0.0,12.0,0.0,18.0,1.0,3.0,0.315,0.369,0.684,3.89,4.06,2014.0,2200,内野手,9,31,1983/12/10,175cm,90kg,O型,左左,兵庫,False
岩村　明憲,ヤクルト,0.243,39.0,79.0,74.0,18.0,1.0,14.0,0.0,4.0,1.0,21.0,0.0,1.0,0.291,0.365,0.656,3.63,3.50,2014.0,2200,内野手,14,35,1979/02/09,175cm,92kg,O型,右左,愛媛,False
里崎　智也,ロッテ,0.243,17.0,41.0,37.0,9.0,0.0,4.0,0.0,3.0,1.0,6.0,0.0,1.0,0.317,0.297,0.614,3.21,3.13,2014.0,16000,捕手,16,38,1976/05/20,175cm,94kg,A型,右右,徳島,False
島内　宏明,楽天,0.242,66.0,243.0,215.0,52.0,2.0,18.0,6.0,19.0,0.0,22.0,7.0,5.0,0.301,0.33,0.631,3.37,3.43,2014.0,3000,外野手,3,24,1990/02/02,180cm,76kg,B型,左左,石川,False
山崎　浩司,西武,0.242,22.0,35.0,33.0,8.0,1.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.242,0.333,0.576,1.77,1.85,2014.0,2600,内野手,16,34,1980/10/31,180cm,80kg,O型,右右,大阪,False
今宮　健太,ソフトバンク,0.24,144.0,662.0,551.0,132.0,3.0,42.0,10.0,41.0,4.0,104.0,62.0,10.0,0.295,0.307,0.602,2.82,2.82,2014.0,5200,内野手,5,23,1991/07/15,171cm,69kg,O型,右右,大分,False
松井　淳,ヤクルト,0.24,10.0,26.0,25.0,6.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,0.269,0.36,0.629,2.75,2.51,2014.0,960,外野手,5,27,1987/11/27,177cm,88kg,O型,右左,神奈川,False
山崎　憲晴,DeNA,0.239,115.0,374.0,309.0,74.0,2.0,20.0,2.0,19.0,6.0,64.0,38.0,4.0,0.295,0.294,0.589,2.72,2.76,2014.0,2150,内野手,6,28,1986/12/13,176cm,79kg,O型,右右,静岡,False
クルーズ,ロッテ,0.238,126.0,478.0,453.0,108.0,16.0,61.0,1.0,18.0,2.0,47.0,0.0,13.0,0.268,0.419,0.687,3.52,3.59,2014.0,7500,内野手,1,30,1984/02/10,183cm,95kg,不明,右右,メキシコ,True
井口　資仁,ロッテ,0.238,109.0,408.0,357.0,85.0,10.0,49.0,1.0,40.0,8.0,74.0,0.0,7.0,0.326,0.389,0.715,4.48,4.49,2014.0,18000,内野手,14,40,1974/12/04,178cm,91kg,O型,右右,東京都,True
中東　直己,広島,0.238,86.0,87.0,80.0,19.0,1.0,7.0,4.0,4.0,1.0,9.0,1.0,1.0,0.279,0.3,0.579,2.74,2.92,2014.0,1200,外野手,8,33,1981/10/05,168cm,73kg,B型,右左,広島,False
谷　哲也,中日,0.237,59.0,131.0,118.0,28.0,0.0,10.0,0.0,6.0,0.0,23.0,6.0,0.0,0.272,0.364,0.636,3.28,3.15,2014.0,770,内野手,7,29,1985/07/09,180cm,78kg,A型,右右,徳島,False
西岡　剛,阪神,0.237,24.0,46.0,38.0,9.0,0.0,4.0,0.0,7.0,0.0,6.0,1.0,0.0,0.356,0.368,0.724,4.61,4.48,2014.0,20000,内野手,10,30,1984/07/27,182cm,86kg,A型,右両,大阪,False
坂口　智隆,オリックス,0.235,122.0,382.0,323.0,76.0,2.0,40.0,3.0,47.0,2.0,45.0,10.0,4.0,0.336,0.3,0.636,3.73,3.75,2014.0,9000,外野手,12,30,1984/07/07,180cm,76kg,O型,右左,兵庫,False
白崎　浩之,DeNA,0.234,101.0,240.0,209.0,49.0,1.0,11.0,4.0,16.0,0.0,50.0,15.0,4.0,0.289,0.297,0.586,2.65,2.62,2014.0,1500,内野手,2,24,1990/08/20,183cm,86kg,O型,右右,北海道,False
牧田　明久,楽天,0.234,77.0,204.0,184.0,43.0,2.0,17.0,0.0,12.0,3.0,18.0,5.0,7.0,0.291,0.304,0.596,2.54,2.56,2014.0,3100,外野手,14,32,1982/06/03,182cm,78kg,A型,右右,福井,False
廣瀬　純,広島,0.234,60.0,148.0,124.0,29.0,2.0,14.0,0.0,17.0,1.0,23.0,2.0,6.0,0.322,0.339,0.661,3.16,3.47,2014.0,6000,外野手,14,35,1979/03/29,181cm,85kg,B型,右右,大分,False
稲葉　篤紀,日本ハム,0.234,44.0,89.0,77.0,18.0,3.0,12.0,0.0,10.0,2.0,13.0,0.0,3.0,0.337,0.39,0.727,4.32,4.37,2014.0,13000,内野手,20,42,1972/08/03,185cm,94kg,O型,左左,愛知,False
比屋根　渉,ヤクルト,0.232,56.0,142.0,125.0,29.0,0.0,7.0,10.0,5.0,1.0,21.0,11.0,3.0,0.267,0.264,0.531,2.00,2.00,2014.0,1600,外野手,3,27,1987/06/20,180cm,70kg,O型,右右,沖縄,False
高濱　卓也,ロッテ,0.232,36.0,78.0,69.0,16.0,0.0,7.0,0.0,6.0,0.0,11.0,3.0,1.0,0.293,0.333,0.627,3.02,3.00,2014.0,840,内野手,7,25,1989/07/06,184cm,84kg,A型,右左,佐賀,False
バトラー,オリックス,0.231,21.0,66.0,52.0,12.0,2.0,6.0,0.0,9.0,4.0,19.0,0.0,1.0,0.379,0.385,0.763,5.51,5.78,2014.0,4100,外野手,1,28,1986/03/12,188cm,100kg,不明,右右,アメリカ,True
ミレッジ,ヤクルト,0.231,10.0,47.0,39.0,9.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,4.0,0.319,0.359,0.678,2.83,3.32,2014.0,12000,外野手,3,29,1985/04/05,183cm,93kg,不明,右右,アメリカ,True
田上　健一,阪神,0.231,51.0,43.0,39.0,9.0,0.0,2.0,3.0,3.0,0.0,7.0,1.0,1.0,0.286,0.256,0.542,2.71,2.69,2014.0,700,外野手,5,27,1987/12/12,181cm,71kg,A型,右左,神奈川,False
赤田　将吾,日本ハム,0.231,8.0,19.0,13.0,3.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.421,0.231,0.652,5.53,6.50,2014.0,2000,外野手,16,34,1980/09/01,179cm,87kg,A型,右両,鹿児島,False
川崎　成晃,ヤクルト,0.231,14.0,14.0,13.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.286,0.231,0.516,2.96,3.02,2014.0,700,外野手,4,28,1986/03/30,182cm,85kg,B型,右右,鹿児島,False
石川　慎吾,日本ハム,0.229,44.0,93.0,83.0,19.0,1.0,11.0,0.0,5.0,1.0,25.0,4.0,1.0,0.281,0.301,0.582,2.54,2.57,2014.0,580,外野手,3,21,1993/04/27,178cm,77kg,O型,右右,大阪,False
堂上　直倫,中日,0.228,90.0,261.0,237.0,54.0,1.0,17.0,1.0,10.0,0.0,45.0,11.0,8.0,0.256,0.266,0.522,1.79,1.94,2014.0,1500,内野手,8,26,1988/09/23,184cm,82kg,O型,右右,愛知,False
ミランダ,日本ハム,0.227,116.0,427.0,375.0,85.0,14.0,57.0,0.0,42.0,6.0,108.0,0.0,6.0,0.311,0.389,0.701,4.21,4.35,2014.0,5000,内野手,1,31,1983/04/25,184cm,100kg,不明,左左,キューバ,True
鉄平,オリックス,0.227,50.0,102.0,88.0,20.0,1.0,6.0,1.0,10.0,1.0,20.0,3.0,1.0,0.313,0.352,0.665,3.53,3.48,2014.0,4000,外野手,14,32,1982/12/27,178cm,78kg,AB型,右左,大分,False
江川　智晃,ソフトバンク,0.226,39.0,37.0,31.0,7.0,1.0,3.0,0.0,5.0,1.0,12.0,0.0,1.0,0.351,0.419,0.771,4.97,4.98,2014.0,2400,外野手,10,28,1986/10/31,180cm,85kg,B型,右右,三重,False
斉藤　彰吾,西武,0.224,89.0,127.0,107.0,24.0,2.0,10.0,12.0,14.0,0.0,42.0,6.0,0.0,0.314,0.308,0.622,3.88,3.96,2014.0,750,外野手,7,25,1989/05/14,178cm,80kg,B型,左左,埼玉,False
鬼崎　裕司,西武,0.224,37.0,96.0,85.0,19.0,0.0,5.0,1.0,8.0,0.0,29.0,3.0,1.0,0.29,0.282,0.573,2.78,2.73,2014.0,2700,内野手,7,31,1983/04/07,177cm,77kg,B型,右左,佐賀,False
野本　圭,中日,0.222,45.0,72.0,63.0,14.0,1.0,13.0,0.0,5.0,2.0,10.0,1.0,2.0,0.296,0.333,0.629,3.11,3.25,2014.0,1800,外野手,6,30,1984/07/07,180cm,81kg,B型,左左,岡山,False
ジョーンズ,楽天,0.221,138.0,581.0,448.0,99.0,24.0,71.0,2.0,118.0,12.0,140.0,0.0,16.0,0.394,0.426,0.82,5.86,5.99,2014.0,40000,外野手,2,37,1977/04/23,185cm,101kg,不明,右右,キュラソー,True
鶴岡　一成,阪神,0.221,77.0,163.0,154.0,34.0,0.0,12.0,0.0,3.0,1.0,30.0,4.0,10.0,0.239,0.266,0.505,1.11,1.16,2014.0,4000,捕手,19,37,1977/05/30,183cm,85kg,A型,右右,兵庫,False
伊志嶺　翔大,ロッテ,0.22,89.0,138.0,118.0,26.0,1.0,8.0,8.0,11.0,1.0,18.0,8.0,3.0,0.292,0.314,0.606,2.49,2.52,2014.0,2800,外野手,4,26,1988/05/12,179cm,79kg,A型,右右,沖縄,False
