選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
田中　雅彦,ロッテ,0.205,50,95,83,17,0,8,1,7,1,17,4,2,0.275,0.229,0.504,1.88,1.91,2012
松山　竜平,広島,0.204,48,146,137,28,0,7,1,8,1,13,0,3,0.253,0.234,0.487,1.65,1.71,2012
中村　一生,オリックス,0.204,62,60,54,11,1,6,0,2,1,24,2,0,0.241,0.333,0.575,2.32,2.53,2012
高山　久,西武,0.204,35,57,54,11,1,4,1,3,0,16,0,0,0.246,0.278,0.523,2.29,2.42,2012
高橋　信二,オリックス,0.202,28,93,89,18,2,12,0,4,0,15,0,3,0.237,0.303,0.54,1.83,1.89,2012
伊志嶺　翔大,ロッテ,0.2,24,64,60,12,0,1,1,3,0,14,1,1,0.238,0.233,0.471,1.28,1.36,2012
谷　哲也,中日,0.2,11,5,5,1,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.82,0.95,2012
荒木　貴裕,ヤクルト,0.2,6,5,5,1,0,0,0,0,0,1,0,0,0.2,0.2,0.4,0.77,0.88,2012
大松　尚逸,ロッテ,0.198,89,275,258,51,5,22,0,9,2,46,3,7,0.228,0.291,0.519,1.7,1.91,2012
山崎　勝己,ソフトバンク,0.198,85,98,86,17,0,2,0,6,0,22,6,0,0.25,0.267,0.517,2.09,2.06,2012
鈴木　郁洋,オリックス,0.197,41,77,66,13,0,1,0,8,0,16,3,3,0.284,0.212,0.496,1.34,1.45,2012
會澤　翼,広島,0.197,28,70,66,13,0,2,0,2,2,7,0,2,0.243,0.242,0.485,1.22,1.27,2012
ボウカー,巨人,0.196,69,204,184,36,3,10,2,16,2,54,2,3,0.267,0.31,0.577,2.64,2.66,2012
藤井　淳志,中日,0.196,54,62,56,11,0,3,1,4,0,13,1,1,0.246,0.232,0.478,1.42,1.68,2012
倉　義和,広島,0.195,70,160,133,26,1,15,1,14,5,20,8,6,0.296,0.263,0.559,2.23,2.28,2012
炭谷　銀仁朗,西武,0.194,139,414,360,70,0,23,0,17,1,74,35,9,0.232,0.233,0.466,1.17,1.23,2012
小池　正晃,DeNA,0.192,88,155,130,25,3,19,0,10,8,31,6,5,0.289,0.292,0.581,2.43,2.63,2012
近藤　健介,日本ハム,0.192,20,30,26,5,0,2,0,2,0,5,1,1,0.241,0.192,0.434,0.96,1.45,2012
星　秀和,西武,0.19,71,115,100,19,1,9,3,3,0,16,11,0,0.212,0.28,0.492,1.85,1.98,2012
鶴岡　一成,DeNA,0.189,102,229,201,38,1,15,0,19,0,39,8,4,0.258,0.254,0.512,1.87,1.94,2012
實松　一成,巨人,0.189,58,92,74,14,2,5,0,9,3,26,6,0,0.302,0.311,0.613,3.26,3.3,2012
福田　秀平,ソフトバンク,0.189,63,55,53,10,0,5,13,1,0,18,1,0,0.204,0.208,0.411,2.34,2.41,2012
山崎　浩司,オリックス,0.189,35,44,37,7,0,1,1,4,0,7,3,0,0.268,0.27,0.539,2.18,2.26,2012
松元　ユウイチ,ヤクルト,0.189,21,40,37,7,0,1,0,3,0,3,0,3,0.25,0.189,0.439,0.44,0.56,2012
竹原　直隆,オリックス,0.186,34,107,97,18,4,10,0,6,1,28,0,3,0.234,0.34,0.574,2.2,2.69,2012
俊介,阪神,0.185,82,74,65,12,0,4,1,2,0,14,6,1,0.206,0.185,0.39,0.56,0.83,2012
縞田　拓弥,オリックス,0.182,28,51,44,8,0,2,0,2,0,11,5,0,0.217,0.227,0.445,1.28,1.31,2012
金子　圭輔,ソフトバンク,0.182,41,13,11,2,0,0,3,1,0,0,1,1,0.25,0.182,0.432,0.74,0.95,2012
梶谷　隆幸,DeNA,0.179,80,252,223,40,2,11,5,21,1,61,7,4,0.253,0.256,0.509,1.48,1.64,2012
城島　健司,阪神,0.179,24,42,39,7,0,5,0,2,0,4,0,4,0.214,0.205,0.419,-0.02,0.15,2012
山崎　憲晴,DeNA,0.179,18,30,28,5,0,0,0,1,0,7,1,1,0.207,0.25,0.457,0.89,0.99,2012
嶋　重宣,西武,0.176,27,82,74,13,1,7,0,7,0,11,0,1,0.244,0.243,0.487,1.53,1.84,2012
飯山　裕志,日本ハム,0.176,85,74,68,12,0,2,1,1,1,17,4,1,0.2,0.191,0.391,0.64,0.75,2012
福田　永将,中日,0.176,49,53,51,9,1,2,0,1,1,20,0,0,0.208,0.255,0.462,1.1,1.31,2012
小斉　祐輔,楽天,0.176,11,20,17,3,1,5,0,0,0,3,1,0,0.158,0.412,0.57,2.24,3.43,2012
一輝,DeNA,0.175,56,62,57,10,0,2,0,4,1,21,0,1,0.242,0.193,0.435,1.05,1.21,2012
ハーパー,楽天,0.174,19,51,46,8,0,1,0,3,2,16,0,1,0.255,0.217,0.472,1.43,1.54,2012
ディアス,中日,0.174,21,26,23,4,0,1,0,3,0,12,0,0,0.269,0.174,0.443,1.48,1.72,2012
大野　奨太,日本ハム,0.171,70,159,140,24,2,11,0,8,2,30,9,2,0.227,0.243,0.47,1.2,1.35,2012
アレン,ソフトバンク,0.171,12,36,35,6,0,1,0,1,0,13,0,0,0.194,0.2,0.394,0.66,0.79,2012
高城　俊人,DeNA,0.17,45,122,106,18,0,0,0,5,7,33,4,6,0.254,0.198,0.452,0.85,0.94,2012
原　拓也,西武,0.168,86,138,113,19,0,3,1,14,3,22,7,1,0.275,0.204,0.478,1.89,2.09,2012
内村　賢介,楽天,0.168,55,131,113,19,0,12,8,6,1,23,11,0,0.217,0.195,0.411,1.28,1.42,2012
石井　琢朗,広島,0.167,31,47,42,7,0,2,0,5,0,4,0,1,0.255,0.19,0.446,1.24,1.4,2012
伊志嶺　忠,楽天,0.167,11,28,24,4,0,1,0,3,0,5,1,0,0.259,0.208,0.468,1.73,1.85,2012
今浪　隆博,日本ハム,0.167,13,18,18,3,0,0,0,0,0,0,0,1,0.167,0.167,0.333,-0.5,-0.37,2012
城所　龍磨,ソフトバンク,0.167,73,13,12,2,0,1,10,0,0,7,1,0,0.167,0.167,0.333,3.22,3.51,2012
内藤　雄太,DeNA,0.167,8,7,6,1,0,3,0,1,0,1,0,0,0.286,0.5,0.786,5.02,4.97,2012
工藤　隆人,ロッテ,0.167,24,6,6,1,0,0,1,0,0,1,0,0,0.167,0.167,0.333,1.04,1.19,2012
辻　俊哉,オリックス,0.167,5,6,6,1,0,0,0,0,0,1,0,0,0.167,0.167,0.333,-1.54,-1.26,2012
高口　隆行,巨人,0.167,4,6,6,1,0,0,0,0,0,1,0,1,0.167,0.333,0.5,-0.34,-0.5,2012
白濱　裕太,広島,0.164,35,72,61,10,0,5,0,6,0,19,5,2,0.239,0.18,0.419,0.79,0.8,2012
飯原　誉士,ヤクルト,0.161,50,103,93,15,1,6,1,7,0,13,2,5,0.218,0.237,0.454,0.84,1.05,2012
安達　了一,オリックス,0.159,50,103,88,14,0,4,2,7,0,23,6,0,0.216,0.216,0.432,1.09,1.4,2012
榎本　葵,楽天,0.158,16,22,19,3,0,0,0,3,0,1,0,0,0.273,0.263,0.536,2.54,2.72,2012
加藤　健,巨人,0.158,13,20,19,3,0,0,0,1,0,1,0,0,0.2,0.158,0.358,0.45,0.66,2012
細川　亨,ソフトバンク,0.157,92,217,185,29,2,13,0,8,1,50,21,1,0.194,0.205,0.399,0.72,0.98,2012
定岡　卓摩,楽天,0.156,16,37,32,5,0,2,0,3,0,16,2,0,0.229,0.25,0.479,1.57,1.58,2012
高橋　周平,中日,0.155,41,73,71,11,2,3,0,2,0,18,0,2,0.178,0.254,0.432,0.64,0.87,2012
森山　周,オリックス,0.154,18,27,26,4,0,0,1,1,0,2,0,1,0.185,0.154,0.339,0.0,0.18,2012
中西　健太,ソフトバンク,0.154,8,15,13,2,1,1,0,1,0,3,1,0,0.214,0.385,0.599,2.58,2.95,2012
テレーロ,楽天,0.153,34,121,111,17,1,7,2,7,2,30,0,0,0.215,0.198,0.413,1.11,1.41,2012
小笠原　道大,巨人,0.152,34,99,92,14,0,4,0,5,0,22,1,1,0.194,0.185,0.379,0.49,0.73,2012
木村　昇吾,広島,0.152,71,55,46,7,0,2,1,3,2,7,4,4,0.235,0.196,0.431,0.25,0.34,2012
由田　慎太郎,オリックス,0.152,20,36,33,5,0,1,0,1,0,3,1,0,0.171,0.182,0.353,0.42,0.84,2012
横川　史学,楽天,0.15,11,22,20,3,0,1,1,2,0,7,0,0,0.227,0.15,0.377,0.98,1.22,2012
小宮山　慎二,阪神,0.148,72,171,149,22,1,4,0,11,2,32,9,4,0.216,0.174,0.391,0.53,0.69,2012
伊藤　隼太,阪神,0.148,22,56,54,8,1,5,0,2,0,18,0,0,0.179,0.222,0.401,0.46,0.71,2012
加藤　政義,日本ハム,0.143,20,36,28,4,1,2,0,4,0,8,3,0,0.242,0.25,0.492,1.89,2.48,2012
星　孝典,西武,0.143,29,23,21,3,0,0,0,0,1,4,1,0,0.182,0.143,0.325,0.12,0.33,2012
野原　祐也,阪神,0.143,3,8,7,1,0,0,0,1,0,2,0,0,0.25,0.143,0.393,0.99,1.26,2012
福川　将和,ヤクルト,0.143,7,7,7,1,1,2,0,0,0,4,0,0,0.143,0.571,0.714,3.28,3.92,2012
林　威助,阪神,0.143,6,7,7,1,0,0,0,0,0,1,0,0,0.143,0.143,0.286,-0.42,-0.23,2012
赤田　将吾,オリックス,0.139,26,76,72,10,1,5,1,4,0,22,0,0,0.184,0.25,0.434,1.1,1.32,2012
駿太,オリックス,0.138,32,31,29,4,0,0,0,0,0,9,2,2,0.138,0.138,0.276,-1.04,-0.91,2012
西田　哲朗,楽天,0.136,20,27,22,3,0,1,0,1,1,4,3,0,0.208,0.136,0.345,0.49,0.69,2012
平尾　博嗣,西武,0.133,12,16,15,2,0,2,0,1,0,3,0,1,0.188,0.133,0.321,-0.63,-0.42,2012
細谷　圭,ロッテ,0.13,19,28,23,3,1,3,0,3,0,10,1,1,0.222,0.304,0.527,1.06,1.71,2012
岩舘　学,日本ハム,0.129,24,33,31,4,2,3,0,0,1,4,1,0,0.156,0.323,0.479,1.34,1.74,2012
黒羽根　利規,DeNA,0.125,61,119,112,14,0,5,0,4,0,26,2,3,0.154,0.161,0.315,-0.34,-0.14,2012
青野　毅,ロッテ,0.125,15,20,16,2,0,0,0,1,1,3,2,0,0.222,0.125,0.347,0.58,0.81,2012
啓二朗,DeNA,0.125,18,10,8,1,0,1,0,0,0,1,2,0,0.125,0.125,0.25,-0.31,-0.18,2012
鬼崎　裕司,西武,0.118,57,22,17,2,0,0,0,2,0,4,3,0,0.211,0.235,0.446,1.28,1.44,2012
塀内　久雄,ロッテ,0.118,61,20,17,2,0,2,0,0,1,4,2,0,0.167,0.235,0.402,0.17,0.39,2012
中島　卓也,日本ハム,0.114,105,82,70,8,0,0,2,1,0,17,11,0,0.127,0.114,0.241,-0.39,-0.21,2012
村田　和哉,日本ハム,0.111,15,10,9,1,0,0,0,1,0,3,0,0,0.2,0.111,0.311,-1.03,-0.66,2012
田中　大輔,中日,0.105,15,19,19,2,0,1,0,0,0,4,0,1,0.105,0.158,0.263,-1.17,-1.07,2012
岩崎　達郎,中日,0.1,36,24,20,2,0,1,0,2,0,3,2,1,0.182,0.1,0.282,-0.54,-0.32,2012
岡崎　太一,阪神,0.1,19,13,10,1,0,0,0,0,1,2,2,0,0.182,0.1,0.282,0.02,0.22,2012
隠善　智也,巨人,0.095,22,25,21,2,0,1,0,4,0,4,0,0,0.24,0.095,0.335,0.51,0.88,2012
佐藤　友亮,西武,0.071,12,16,14,1,0,0,0,0,0,1,2,1,0.071,0.071,0.143,-1.79,-1.64,2012
永江　恭平,西武,0.037,27,34,27,1,0,0,0,0,0,11,7,0,0.037,0.037,0.074,-1.54,-1.35,2012
阿部　真宏,西武,0.0,14,18,14,0,0,0,0,1,0,1,3,2,0.067,0.0,0.067,-2.36,-2.2,2012
早坂　圭介,ロッテ,0.0,68,13,11,0,0,0,2,1,0,5,1,0,0.083,0.0,0.083,-1.64,-1.45,2012
中谷　将大,阪神,0.0,6,10,10,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,-2.79,-2.51,2012
市川　友也,巨人,0.0,5,8,7,0,0,1,0,0,1,1,0,0,0.125,0.0,0.125,-1.55,-1.16,2012
前田　章宏,中日,0.0,3,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2012
中谷　仁,巨人,0.0,5,3,2,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,-1.57,-1.44,2012
松井　雅人,中日,0.0,4,3,2,0,0,0,0,0,1,2,0,0,0.333,0.0,0.333,1.27,1.89,2012
高濱　卓也,ロッテ,0.0,2,3,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.84,-2.61,2012
渡辺　正人,ロッテ,0.0,2,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2012
清水　誉,阪神,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2012
水田　圭介,ヤクルト,0.0,2,3,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.84,-2.61,2012
仲澤　忠厚,ソフトバンク,0.0,9,2,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,-0.79,-0.68,2012
新沼　慎二,DeNA,0.0,4,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2012
田上　秀則,ソフトバンク,0.0,1,2,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.92,-2.7,2012
北　篤,DeNA,0.0,2,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2012
小池　翔大,ロッテ,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2012
林崎　遼,西武,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2012
田代　将太郎,西武,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2012
中嶋　聡,日本ハム,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2012
黒瀬　春樹,阪神,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2012
上村　和裕,広島,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2012
大原　淳也,DeNA,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2012
福元　淳史,ソフトバンク,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2012
