選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
林　威助,阪神,0.208,56,102,96,20,3,11,1,6,0,16,0,2,0.255,0.354,0.609,2.86,2.95,2009
濱中　治,オリックス,0.208,26,83,77,16,6,12,0,5,0,21,0,1,0.253,0.481,0.734,3.88,4.19,2009
斉藤　俊雄,横浜,0.208,20,26,24,5,0,2,0,1,0,9,1,0,0.24,0.25,0.49,1.76,1.78,2009
石原　慶幸,広島,0.206,124,422,364,75,10,37,2,39,4,90,11,11,0.287,0.335,0.622,2.85,3.02,2009
柴原　洋,ソフトバンク,0.206,37,119,97,20,0,7,0,17,2,24,3,3,0.336,0.247,0.584,2.94,2.98,2009
赤田　将吾,西武,0.205,57,88,78,16,0,3,1,6,0,19,3,1,0.259,0.256,0.515,1.91,2.05,2009
鈴木　郁洋,オリックス,0.2,63,161,140,28,0,8,8,14,1,28,6,2,0.277,0.236,0.513,2.20,2.26,2009
平尾　博嗣,西武,0.2,49,132,115,23,5,11,0,14,1,32,2,7,0.292,0.374,0.666,2.91,3.03,2009
中谷　仁,楽天,0.2,55,128,100,20,3,14,0,12,0,33,14,5,0.281,0.3,0.581,2.02,2.33,2009
黒瀬　春樹,西武,0.2,24,27,25,5,0,2,2,0,0,7,2,1,0.2,0.2,0.4,0.33,0.44,2009
佐藤　吉宏,日本ハム,0.2,10,18,15,3,2,2,1,1,0,4,2,0,0.25,0.6,0.85,5.19,5.54,2009
加藤　健,巨人,0.2,12,13,10,2,0,0,0,1,2,3,0,0,0.385,0.3,0.685,5.09,5.06,2009
柳田　殖生,中日,0.2,3,5,5,1,0,0,0,0,0,2,0,0,0.2,0.2,0.4,0.71,0.81,2009
森笠　繁,横浜,0.198,62,113,101,20,2,11,1,8,1,23,1,3,0.259,0.317,0.576,2.44,2.68,2009
川本　良平,ヤクルト,0.197,39,73,66,13,3,9,0,4,1,15,2,3,0.254,0.348,0.602,2.29,2.48,2009
ランビン,ロッテ,0.192,58,132,120,23,4,12,0,9,1,34,2,1,0.254,0.358,0.612,2.93,2.98,2009
倉　義和,広島,0.19,43,106,100,19,0,7,0,2,1,17,2,6,0.212,0.21,0.422,0.36,0.53,2009
志田　宗大,ヤクルト,0.19,14,22,21,4,1,2,0,1,0,7,0,0,0.227,0.333,0.561,2.42,2.68,2009
小田嶋　正邦,巨人,0.19,10,21,21,4,1,3,0,0,0,5,0,0,0.19,0.333,0.524,1.91,2.18,2009
福田　永将,中日,0.188,17,18,16,3,1,1,0,2,0,7,0,0,0.278,0.438,0.715,4.24,4.38,2009
山崎　憲晴,横浜,0.187,69,128,107,20,1,8,2,12,1,36,8,0,0.275,0.224,0.499,2.16,2.31,2009
山崎　勝己,ソフトバンク,0.185,30,33,27,5,0,2,0,0,0,5,6,0,0.185,0.37,0.556,1.99,1.85,2009
緒方　孝市,広島,0.184,53,60,49,9,0,7,2,9,1,2,0,0,0.317,0.245,0.562,3.47,3.80,2009
岩崎　達郎,中日,0.182,19,14,11,2,0,0,0,2,0,2,1,0,0.308,0.182,0.49,1.15,1.40,2009
高山　久,西武,0.182,3,14,11,2,1,3,0,1,0,2,1,1,0.231,0.455,0.685,2.33,3.35,2009
陽　仲壽,日本ハム,0.182,15,13,11,2,0,0,0,1,0,3,1,0,0.25,0.182,0.432,1.32,1.49,2009
水田　圭介,西武,0.182,7,12,11,2,0,0,0,1,0,2,0,0,0.25,0.182,0.432,1.34,1.53,2009
由田　慎太郎,オリックス,0.182,12,11,11,2,0,1,0,0,0,0,0,0,0.182,0.182,0.364,0.42,0.57,2009
大和,阪神,0.177,66,72,62,11,0,1,3,3,0,7,7,0,0.215,0.226,0.441,1.34,1.39,2009
細川　亨,西武,0.176,46,114,102,18,4,13,0,6,0,44,6,1,0.222,0.343,0.565,2.19,2.33,2009
清水　誉,阪神,0.176,20,18,17,3,0,0,0,1,0,3,0,2,0.222,0.235,0.458,0.05,0.07,2009
根元　俊一,ロッテ,0.174,30,74,69,12,0,2,0,3,0,14,1,1,0.205,0.232,0.437,0.85,1.10,2009
寺内　崇幸,巨人,0.167,78,92,84,14,1,1,2,2,2,22,4,2,0.205,0.226,0.431,0.94,1.08,2009
松坂　健太,西武,0.167,23,43,36,6,1,5,2,3,3,8,1,0,0.286,0.306,0.591,3.40,3.54,2009
角中　勝也,ロッテ,0.167,10,21,18,3,0,1,1,2,0,5,1,0,0.25,0.278,0.528,2.50,2.62,2009
塩川　達也,楽天,0.167,24,20,18,3,0,2,1,0,0,5,1,3,0.158,0.167,0.325,-1.06,-0.55,2009
伊志嶺　忠,楽天,0.167,11,14,12,2,0,0,0,2,0,5,0,0,0.286,0.167,0.452,1.73,2.00,2009
内村　賢介,楽天,0.162,62,85,68,11,0,5,10,10,0,14,7,2,0.269,0.191,0.46,1.78,1.91,2009
仁志　敏久,横浜,0.159,51,158,132,21,0,3,0,12,1,25,13,6,0.234,0.182,0.416,0.65,0.77,2009
新沼　慎二,横浜,0.159,34,75,69,11,1,2,0,4,1,21,1,2,0.216,0.203,0.419,0.68,0.91,2009
細山田　武史,横浜,0.158,88,203,177,28,0,11,0,13,2,51,11,4,0.224,0.198,0.422,0.78,0.86,2009
岡田　貴弘,オリックス,0.158,43,157,139,22,7,13,0,13,4,59,1,4,0.25,0.324,0.574,2.12,2.42,2009
小山　桂司,中日,0.156,59,137,122,19,1,10,0,12,2,31,1,1,0.243,0.238,0.48,1.65,1.80,2009
三浦　貴,西武,0.156,22,34,32,5,0,1,0,1,1,10,0,0,0.206,0.188,0.393,0.73,0.89,2009
堂上　剛裕,中日,0.154,9,14,13,2,0,1,0,0,0,3,0,0,0.143,0.154,0.297,-0.10,0.81,2009
岩本　貴裕,広島,0.152,14,33,33,5,0,1,0,0,0,12,0,0,0.152,0.182,0.333,-0.03,0.10,2009
城所　龍磨,ソフトバンク,0.15,91,42,40,6,0,2,7,1,0,11,1,1,0.171,0.25,0.421,1.20,1.30,2009
メンチ,阪神,0.148,15,56,54,8,0,2,1,2,0,9,0,1,0.179,0.204,0.382,0.45,0.54,2009
アルフォンゾ,巨人,0.146,21,46,41,6,2,4,0,4,0,10,0,1,0.217,0.293,0.51,1.63,2.20,2009
大西　宏明,横浜,0.141,44,70,64,9,0,6,1,3,1,17,2,3,0.191,0.203,0.394,0.12,0.21,2009
松本　啓二朗,横浜,0.136,22,47,44,6,0,1,1,2,0,10,0,1,0.17,0.136,0.307,-0.41,0.03,2009
今岡　誠,阪神,0.133,23,30,30,4,0,2,0,0,0,8,0,1,0.133,0.2,0.333,-0.40,-0.33,2009
梶谷　隆幸,横浜,0.128,22,44,39,5,1,2,1,1,0,10,4,0,0.15,0.231,0.381,0.64,0.85,2009
江藤　智,西武,0.128,20,44,39,5,0,1,0,3,1,10,1,0,0.209,0.179,0.389,0.77,0.93,2009
中西　健太,ソフトバンク,0.125,29,49,48,6,0,2,0,1,0,14,0,0,0.143,0.125,0.268,-0.59,-0.41,2009
牧田　明久,楽天,0.125,37,24,24,3,0,2,0,0,0,6,0,1,0.125,0.167,0.292,-0.83,-0.72,2009
神戸　拓光,ロッテ,0.125,9,18,16,2,0,0,0,1,0,5,1,0,0.176,0.125,0.301,-0.08,0.14,2009
辻　武史,ソフトバンク,0.125,23,16,16,2,0,0,1,0,0,6,0,0,0.125,0.125,0.25,-0.47,-0.25,2009
礒部　公一,楽天,0.118,8,21,17,2,0,1,0,3,0,3,0,1,0.238,0.118,0.356,0.25,1.03,2009
横川　史学,楽天,0.118,5,20,17,2,0,1,0,3,0,6,0,0,0.25,0.118,0.368,0.78,0.95,2009
矢野　謙次,巨人,0.111,6,9,9,1,0,0,0,0,0,1,0,1,0.111,0.111,0.222,-1.92,-1.80,2009
バルディリス,阪神,0.103,23,31,29,3,1,1,0,2,0,6,0,0,0.161,0.207,0.368,0.39,0.76,2009
坂田　遼,西武,0.1,5,13,10,1,0,2,0,2,1,3,0,1,0.308,0.1,0.408,0.52,0.86,2009
福川　将和,ヤクルト,0.1,11,12,10,1,0,0,0,2,0,5,0,0,0.25,0.1,0.35,0.61,0.72,2009
黒羽根　利規,横浜,0.1,10,10,10,1,0,0,0,0,0,3,0,0,0.1,0.1,0.2,-1.24,-0.99,2009
前田　章宏,中日,0.1,6,10,10,1,0,0,0,0,0,3,0,0,0.1,0.1,0.2,-1.24,-0.99,2009
アギーラ,ソフトバンク,0.095,14,48,42,4,0,0,0,6,0,16,0,3,0.208,0.095,0.304,-0.68,-0.41,2009
西谷　尚徳,楽天,0.091,6,25,22,2,0,3,1,0,0,4,3,0,0.091,0.136,0.227,-0.50,-0.36,2009
中川　裕貴,中日,0.091,14,11,11,1,0,0,0,0,0,4,0,2,0.091,0.091,0.182,-2.72,-2.63,2009
田中　大二郎,巨人,0.083,5,14,12,1,0,0,0,1,1,1,0,0,0.214,0.083,0.298,0.08,0.22,2009
江川　智晃,ソフトバンク,0.083,6,13,12,1,0,0,0,0,0,5,1,0,0.083,0.083,0.167,-1.32,-1.10,2009
井上　一樹,中日,0.065,25,47,46,3,0,5,0,1,0,14,0,1,0.085,0.13,0.216,-1.29,-1.07,2009
井手　正太郎,ソフトバンク,0.056,8,21,18,1,0,0,0,0,0,3,3,0,0.056,0.056,0.111,-1.47,-1.26,2009
小田　幸平,中日,0.042,24,27,24,1,0,1,0,1,0,6,1,1,0.077,0.042,0.119,-1.86,-1.29,2009
森山　周,オリックス,0.0,34,12,11,0,0,0,3,1,0,2,0,0,0.083,0.0,0.083,-1.43,-1.01,2009
野田　浩輔,西武,0.0,22,11,10,0,0,0,0,1,0,5,0,0,0.091,0.0,0.091,-1.99,-1.62,2009
下窪　陽介,横浜,0.0,7,11,11,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,-2.78,-2.50,2009
加治前　竜一,巨人,0.0,14,7,7,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-3.56,-3.27,2009
高口　隆行,日本ハム,0.0,3,7,5,0,0,0,0,2,0,1,0,0,0.286,0.0,0.286,0.61,1.19,2009
金子　圭輔,ソフトバンク,0.0,17,6,6,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2009
新井　良太,中日,0.0,8,6,6,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.81,-2.52,2009
水田　圭介,阪神,0.0,12,5,5,0,0,0,2,0,0,1,0,0,0.0,0.0,0.0,-2.38,-1.89,2009
星　孝典,巨人,0.0,9,5,5,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.79,-2.54,2009
柴田　講平,阪神,0.0,7,5,4,0,0,1,0,0,0,2,0,0,0.0,0.0,0.0,-2.02,-0.05,2009
中村　悠平,ヤクルト,0.0,5,5,4,0,0,0,0,0,1,0,0,0,0.2,0.0,0.2,-0.62,-0.14,2009
坂　克彦,阪神,0.0,5,4,4,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.81,-2.57,2009
西川　明,中日,0.0,4,4,4,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,-3.96,-3.94,2009
中村　公治,中日,0.0,4,4,2,0,0,0,0,0,1,1,1,0,0.333,0.0,0.333,1.41,1.71,2009
岩崎　恭平,中日,0.0,2,4,2,0,0,0,0,2,0,1,0,0,0.5,0.0,0.5,0.70,1.53,2009
枡田　慎太郎,楽天,0.0,2,4,3,0,0,0,0,1,0,2,0,0,0.25,0.0,0.25,-0.07,0.45,2009
高波　文一,オリックス,0.0,12,3,3,0,0,0,2,0,0,1,0,0,0.0,0.0,0.0,0.30,0.72,2009
庄田　隆弘,阪神,0.0,4,3,2,0,0,0,0,1,0,0,0,0,0.333,0.0,0.333,1.52,2.16,2009
澤井　道久,中日,0.0,3,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2009
松本　高明,広島,0.0,7,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-4.80,-4.50,2009
大塚　明,ロッテ,0.0,6,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2009
井生　崇光,広島,0.0,3,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2009
隠善　智也,巨人,0.0,3,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2009
藤原　通,阪神,0.0,2,2,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.92,-2.70,2009
中尾　敏浩,ヤクルト,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2009
山本　芳彦,広島,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2009
清水　将海,中日,0.0,1,2,1,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,-0.90,-0.81,2009
野中　信吾,横浜,0.0,7,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-6.90,-6.57,2009
谷　哲也,中日,0.0,4,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2009
上田　剛史,ヤクルト,0.0,4,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-5.85,-5.54,2009
大田　泰示,巨人,0.0,3,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2009
堂上　直倫,中日,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2009
西村　弥,楽天,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2009
尾形　佳紀,広島,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2009
高橋　由伸,巨人,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2009
中東　直瑛,広島,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.91,2.43,2009
渡辺　正人,ロッテ,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2009
三輪　正義,ヤクルト,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,-8.64,2009
仲澤　忠厚,ソフトバンク,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2009
岩舘　学,巨人,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2009
