選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
斉藤　彰吾,西武,0.26,103.0,112.0,96.0,25.0,2.0,5.0,4.0,5.0,4.0,35.0,7.0,1.0,0.324,0.375,0.699,4.03,3.95,2015.0,1200,外野手,8,26,1989/05/14,178cm,80kg,B型,左左,埼玉,False
陽　岱鋼,日本ハム,0.259,86.0,381.0,352.0,91.0,7.0,36.0,14.0,21.0,4.0,93.0,2.0,4.0,0.306,0.358,0.664,4.05,4.06,2015.0,18000,外野手,10,28,1987/01/17,183cm,87kg,A型,右右,台湾,True
石川　雄洋,DeNA,0.259,89.0,375.0,343.0,89.0,1.0,18.0,6.0,16.0,7.0,82.0,9.0,2.0,0.306,0.297,0.603,3.25,3.19,2015.0,6000,内野手,11,29,1986/07/10,183cm,78kg,O型,右左,静岡,False
バルディリス,DeNA,0.258,139.0,525.0,465.0,120.0,13.0,56.0,0.0,43.0,12.0,62.0,0.0,12.0,0.333,0.391,0.725,4.56,4.60,2015.0,15000,内野手,8,32,1983/01/05,185cm,90kg,不明,右右,ベネズエラ,True
デスパイネ,ロッテ,0.258,103.0,409.0,353.0,91.0,18.0,62.0,0.0,49.0,4.0,89.0,0.0,9.0,0.352,0.462,0.814,5.60,5.63,2015.0,25000,外野手,2,29,1986/06/17,175cm,95kg,不明,右右,キューバ,True
ロサリオ,広島,0.258,42.0,136.0,124.0,32.0,2.0,12.0,1.0,11.0,1.0,23.0,0.0,1.0,0.324,0.347,0.67,4.10,4.05,2015.0,3300,外野手,2,26,1989/03/29,186cm,100kg,不明,右右,ドミニカ共和国,True
松井　稼頭央,楽天,0.256,126.0,501.0,445.0,114.0,10.0,48.0,14.0,43.0,3.0,82.0,7.0,7.0,0.324,0.366,0.69,4.34,4.34,2015.0,16000,外野手,15,40,1975/10/23,177cm,85kg,O型,右両,大阪,False
クルーズ,ロッテ,0.255,133.0,532.0,501.0,128.0,16.0,73.0,0.0,24.0,2.0,66.0,0.0,7.0,0.289,0.401,0.691,4.05,4.11,2015.0,8500,内野手,2,31,1984/02/10,183cm,95kg,不明,右右,メキシコ,True
ウィーラー,楽天,0.255,91.0,313.0,274.0,70.0,14.0,50.0,1.0,30.0,6.0,63.0,0.0,6.0,0.339,0.453,0.791,5.38,5.48,2015.0,5000,内野手,1,28,1987/01/16,178cm,100kg,不明,右右,アメリカ,True
井手　正太郎,DeNA,0.255,40.0,102.0,98.0,25.0,4.0,13.0,0.0,3.0,0.0,28.0,0.0,0.0,0.275,0.449,0.723,4.51,4.52,2015.0,1150,外野手,14,32,1983/10/10,179cm,85kg,O型,右右,宮崎,False
菊池　涼介,広島,0.254,143.0,644.0,562.0,143.0,8.0,32.0,19.0,29.0,2.0,92.0,49.0,7.0,0.292,0.343,0.636,3.23,3.20,2015.0,8500,内野手,4,25,1990/03/11,171cm,69kg,A型,右右,東京都,True
上本　博紀,阪神,0.253,108.0,452.0,375.0,95.0,4.0,31.0,19.0,44.0,4.0,69.0,29.0,1.0,0.338,0.339,0.677,4.02,3.95,2015.0,4000,内野手,7,29,1986/07/04,173cm,64kg,O型,右右,広島,False
荒木　貴裕,ヤクルト,0.253,73.0,196.0,170.0,43.0,2.0,12.0,5.0,16.0,1.0,30.0,8.0,3.0,0.319,0.335,0.654,3.57,3.57,2015.0,1550,内野手,6,28,1987/07/26,180cm,84kg,AB型,右右,富山,False
聖澤　諒,楽天,0.252,86.0,288.0,258.0,65.0,0.0,12.0,15.0,23.0,2.0,68.0,4.0,4.0,0.317,0.314,0.631,3.56,3.52,2015.0,7800,外野手,8,30,1985/11/03,179cm,72kg,B型,右左,長野,False
アンダーソン,巨人,0.252,83.0,260.0,234.0,59.0,7.0,31.0,1.0,21.0,5.0,37.0,0.0,5.0,0.327,0.402,0.729,4.54,4.46,2015.0,10000,外野手,2,33,1982/03/30,185cm,93kg,不明,左左,キューバ,True
カラバイヨ,オリックス,0.252,64.0,247.0,222.0,56.0,12.0,35.0,0.0,17.0,5.0,63.0,0.0,3.0,0.316,0.455,0.771,4.98,5.15,2015.0,1000,外野手,3,32,1983/10/21,187cm,105kg,不明,右右,ベネズエラ,True
伊藤　隼太,阪神,0.252,63.0,150.0,135.0,34.0,2.0,12.0,0.0,11.0,0.0,31.0,1.0,0.0,0.302,0.348,0.65,3.81,3.99,2015.0,1500,外野手,4,26,1989/05/08,177cm,83kg,O型,右左,愛知,False
宮崎　祐樹,オリックス,0.252,43.0,148.0,131.0,33.0,0.0,14.0,3.0,13.0,1.0,25.0,3.0,3.0,0.324,0.298,0.622,3.00,2.98,2015.0,1080,外野手,5,29,1986/11/29,178cm,85kg,A型,右右,佐賀,False
長野　久義,巨人,0.251,130.0,479.0,434.0,109.0,15.0,52.0,3.0,34.0,4.0,81.0,5.0,12.0,0.31,0.415,0.725,4.20,4.22,2015.0,20000,外野手,6,31,1984/12/06,180cm,85kg,O型,右右,佐賀,False
荒木　雅博,中日,0.251,97.0,238.0,211.0,53.0,0.0,13.0,9.0,20.0,0.0,31.0,6.0,1.0,0.315,0.299,0.613,3.70,3.65,2015.0,11000,内野手,20,38,1977/09/13,180cm,74kg,A型,右右,熊本,False
シアーホルツ,広島,0.25,65.0,248.0,232.0,58.0,10.0,30.0,3.0,14.0,2.0,67.0,0.0,0.0,0.298,0.435,0.734,4.70,4.68,2015.0,13900,外野手,1,31,1984/02/15,188cm,97kg,不明,右左,アメリカ,True
吉川　大幾,巨人,0.25,47.0,60.0,56.0,14.0,0.0,4.0,3.0,2.0,0.0,15.0,2.0,1.0,0.276,0.375,0.651,3.65,3.40,2015.0,550,内野手,5,23,1992/08/21,175cm,73kg,A型,右両,大阪,False
飯山　裕志,日本ハム,0.25,75.0,29.0,24.0,6.0,0.0,4.0,0.0,1.0,0.0,6.0,4.0,0.0,0.28,0.333,0.613,2.41,2.29,2015.0,2450,内野手,18,36,1979/07/13,178cm,82kg,B型,右右,鹿児島,False
寺内　崇幸,巨人,0.25,31.0,29.0,24.0,6.0,0.0,3.0,4.0,0.0,1.0,6.0,4.0,0.0,0.28,0.25,0.53,3.18,3.13,2015.0,3200,内野手,9,32,1983/05/27,177cm,71kg,B型,右右,栃木,False
丸　佳浩,広島,0.249,143.0,633.0,530.0,132.0,19.0,63.0,15.0,94.0,1.0,143.0,4.0,4.0,0.361,0.413,0.774,5.56,5.59,2015.0,9000,外野手,8,26,1989/04/11,177cm,90kg,AB型,右左,千葉,False
井口　資仁,ロッテ,0.247,87.0,250.0,227.0,56.0,6.0,28.0,1.0,21.0,2.0,65.0,0.0,4.0,0.316,0.41,0.726,4.52,4.40,2015.0,18000,内野手,15,41,1974/12/04,178cm,91kg,O型,右右,東京都,True
會澤　翼,広島,0.246,93.0,290.0,252.0,62.0,6.0,30.0,0.0,26.0,7.0,49.0,2.0,9.0,0.33,0.369,0.699,3.96,4.06,2015.0,1900,捕手,9,27,1988/04/13,177cm,91kg,B型,右右,茨城,False
岡田　幸文,ロッテ,0.245,112.0,205.0,188.0,46.0,0.0,13.0,11.0,8.0,2.0,22.0,7.0,0.0,0.283,0.287,0.57,3.08,3.06,2015.0,4000,外野手,7,31,1984/07/06,177cm,70kg,O型,左左,栃木,False
根元　俊一,ロッテ,0.245,62.0,187.0,163.0,40.0,2.0,15.0,2.0,20.0,0.0,41.0,3.0,0.0,0.326,0.362,0.688,4.43,4.47,2015.0,5000,内野手,10,32,1983/07/08,177cm,77kg,A型,右左,東京都,True
俊介,阪神,0.245,112.0,126.0,102.0,25.0,0.0,2.0,3.0,9.0,2.0,20.0,13.0,2.0,0.319,0.294,0.613,2.79,2.73,2015.0,2500,外野手,6,28,1987/08/17,178cm,71kg,A型,右右,福岡,False
片岡　治大,巨人,0.244,113.0,411.0,348.0,85.0,10.0,36.0,21.0,25.0,2.0,36.0,36.0,7.0,0.299,0.374,0.672,3.45,3.45,2015.0,9500,内野手,11,32,1983/02/17,176cm,80kg,O型,右右,千葉,False
福田　永将,中日,0.243,79.0,185.0,169.0,41.0,6.0,23.0,0.0,14.0,0.0,62.0,0.0,7.0,0.297,0.408,0.706,3.69,3.83,2015.0,650,内野手,9,27,1988/07/23,181cm,80kg,O型,右右,神奈川,False
谷口　雄也,日本ハム,0.243,48.0,124.0,107.0,26.0,2.0,10.0,5.0,14.0,0.0,25.0,1.0,3.0,0.325,0.346,0.671,3.82,4.00,2015.0,1000,外野手,5,23,1992/06/01,182cm,87kg,B型,右左,三重,False
安部　友裕,広島,0.243,26.0,74.0,70.0,17.0,0.0,2.0,1.0,1.0,0.0,6.0,3.0,1.0,0.254,0.243,0.496,1.46,1.51,2015.0,1000,内野手,8,26,1989/06/24,181cm,81kg,O型,右左,福岡,False
阿部　慎之助,巨人,0.242,111.0,419.0,343.0,83.0,15.0,47.0,0.0,64.0,8.0,84.0,0.0,9.0,0.37,0.414,0.784,5.51,5.65,2015.0,51000,内野手,15,36,1979/03/20,180cm,97kg,A型,右左,千葉,False
石原　慶幸,広島,0.241,83.0,238.0,216.0,52.0,2.0,12.0,1.0,14.0,0.0,42.0,8.0,10.0,0.287,0.296,0.583,2.33,2.30,2015.0,10000,捕手,14,36,1979/09/07,177cm,90kg,A型,右右,岐阜,False
野間　峻祥,広島,0.241,127.0,188.0,170.0,41.0,1.0,10.0,8.0,10.0,1.0,37.0,6.0,2.0,0.286,0.371,0.656,3.65,3.61,2015.0,1500,外野手,1,22,1993/01/28,180cm,80kg,B型,右左,兵庫,False
伊志嶺　忠,楽天,0.241,54.0,149.0,133.0,32.0,3.0,14.0,0.0,12.0,1.0,36.0,3.0,2.0,0.308,0.346,0.654,3.52,3.54,2015.0,1150,捕手,8,30,1985/06/22,178cm,78kg,AB型,右左,沖縄,False
中島　裕之,オリックス,0.24,117.0,483.0,417.0,100.0,10.0,46.0,1.0,53.0,12.0,93.0,0.0,10.0,0.342,0.357,0.699,4.28,4.30,2015.0,35000,内野手,13,33,1982/07/31,180cm,90kg,A型,右右,兵庫,False
加藤　健,巨人,0.24,35.0,83.0,75.0,18.0,0.0,3.0,0.0,4.0,0.0,24.0,2.0,2.0,0.272,0.28,0.552,2.25,2.48,2015.0,2200,捕手,17,34,1981/03/23,186cm,93kg,A型,右右,新潟,False
岡田　雅利,西武,0.24,36.0,54.0,50.0,12.0,1.0,5.0,0.0,3.0,0.0,10.0,1.0,1.0,0.283,0.3,0.583,2.70,2.79,2015.0,1150,捕手,2,26,1989/06/30,172cm,80kg,B型,右右,奈良,False
安達　了一,オリックス,0.239,139.0,593.0,506.0,121.0,11.0,55.0,16.0,48.0,6.0,68.0,29.0,11.0,0.31,0.348,0.658,3.28,3.39,2015.0,6000,内野手,4,27,1988/01/07,178cm,77kg,O型,右右,群馬,False
梅野　隆太郎,阪神,0.239,56.0,149.0,138.0,33.0,4.0,18.0,0.0,6.0,1.0,33.0,4.0,2.0,0.276,0.406,0.682,3.44,3.40,2015.0,1800,捕手,2,24,1991/06/17,173cm,77kg,A型,右右,福岡,False
川端　崇義,オリックス,0.239,56.0,141.0,134.0,32.0,0.0,7.0,1.0,5.0,1.0,17.0,0.0,3.0,0.27,0.299,0.568,2.54,2.58,2015.0,2700,外野手,4,30,1985/02/04,176cm,80kg,B型,右右,静岡,False
山下　幸輝,DeNA,0.238,23.0,43.0,42.0,10.0,0.0,2.0,0.0,0.0,0.0,12.0,1.0,0.0,0.238,0.286,0.524,1.77,1.73,2015.0,840,内野手,1,22,1993/01/31,173cm,72kg,B型,右左,千葉,False
後藤　光尊,楽天,0.237,117.0,444.0,413.0,98.0,9.0,42.0,13.0,12.0,5.0,48.0,10.0,8.0,0.265,0.346,0.611,2.80,2.91,2015.0,15000,内野手,14,37,1978/07/27,175cm,75kg,A型,右左,秋田,False
梵　英心,広島,0.237,96.0,332.0,283.0,67.0,6.0,27.0,2.0,36.0,1.0,49.0,10.0,6.0,0.323,0.36,0.683,3.89,3.93,2015.0,10000,内野手,10,35,1980/10/11,173cm,76kg,B型,右右,広島,False
嶺井　博希,DeNA,0.237,74.0,208.0,186.0,44.0,5.0,26.0,0.0,12.0,5.0,46.0,3.0,2.0,0.298,0.371,0.669,3.83,3.94,2015.0,1000,捕手,2,24,1991/06/04,175cm,85kg,B型,右両,沖縄,False
高田　知季,ソフトバンク,0.237,81.0,175.0,156.0,37.0,1.0,11.0,4.0,12.0,0.0,43.0,7.0,2.0,0.292,0.288,0.58,2.74,2.76,2015.0,1400,内野手,3,25,1990/05/06,175cm,66kg,O型,右左,兵庫,False
村田　修一,巨人,0.236,103.0,370.0,330.0,78.0,12.0,39.0,1.0,28.0,8.0,65.0,2.0,12.0,0.31,0.373,0.683,3.64,3.75,2015.0,30000,内野手,13,35,1980/12/28,177cm,92kg,AB型,右右,福岡,False
岡　大海,日本ハム,0.236,101.0,294.0,259.0,61.0,4.0,26.0,18.0,17.0,7.0,64.0,10.0,8.0,0.299,0.336,0.635,3.35,3.35,2015.0,840,外野手,2,24,1991/07/15,185cm,83kg,B型,右右,岡山,False
メヒア,西武,0.235,135.0,525.0,473.0,111.0,27.0,89.0,0.0,45.0,5.0,153.0,0.0,14.0,0.307,0.471,0.778,4.69,4.74,2015.0,18000,内野手,2,30,1985/12/02,198cm,118kg,不明,右右,ベネズエラ,True
中川　大志,楽天,0.235,62.0,206.0,187.0,44.0,5.0,21.0,2.0,12.0,4.0,60.0,1.0,6.0,0.293,0.358,0.651,3.25,3.38,2015.0,630,内野手,7,25,1990/06/08,186cm,92kg,A型,右右,愛知,False
駿太,オリックス,0.234,135.0,382.0,334.0,78.0,2.0,31.0,8.0,24.0,6.0,69.0,15.0,4.0,0.294,0.287,0.582,2.61,2.74,2015.0,3000,外野手,5,22,1993/03/05,180cm,80kg,A型,右左,群馬,False
井端　弘和,巨人,0.234,98.0,321.0,269.0,63.0,1.0,19.0,3.0,37.0,3.0,36.0,10.0,4.0,0.331,0.279,0.61,3.32,3.41,2015.0,5500,内野手,18,40,1975/05/12,173cm,73kg,B型,右右,神奈川,False
三輪　正義,ヤクルト,0.233,87.0,102.0,86.0,20.0,0.0,7.0,4.0,9.0,0.0,23.0,6.0,1.0,0.302,0.291,0.593,2.91,3.04,2015.0,1600,内野手,8,31,1984/01/23,168cm,70kg,A型,右左,山口,False
金城　龍彦,巨人,0.233,36.0,95.0,90.0,21.0,1.0,10.0,1.0,3.0,1.0,11.0,1.0,0.0,0.266,0.3,0.566,2.85,2.85,2015.0,4000,外野手,17,39,1976/07/27,177cm,82kg,A型,右両,大阪,False
福田　秀平,ソフトバンク,0.232,84.0,183.0,168.0,39.0,1.0,14.0,10.0,12.0,0.0,35.0,3.0,1.0,0.283,0.339,0.623,3.31,3.23,2015.0,1400,外野手,9,26,1989/02/10,181cm,81kg,AB型,右左,神奈川,False
枡田　慎太郎,楽天,0.232,28.0,94.0,82.0,19.0,2.0,7.0,3.0,12.0,0.0,24.0,0.0,3.0,0.33,0.354,0.683,3.85,3.90,2015.0,3500,外野手,10,28,1987/07/08,178cm,80kg,AB型,右左,京都,False
レアード,日本ハム,0.231,143.0,554.0,498.0,115.0,34.0,97.0,1.0,43.0,9.0,129.0,0.0,18.0,0.301,0.488,0.789,4.67,4.84,2015.0,6000,内野手,1,28,1987/09/11,185cm,98kg,不明,右右,アメリカ,True
中村　悠平,ヤクルト,0.231,136.0,502.0,442.0,102.0,2.0,33.0,3.0,40.0,4.0,80.0,14.0,9.0,0.299,0.276,0.575,2.70,2.76,2015.0,4000,捕手,7,25,1990/06/17,176cm,83kg,A型,右右,福井,False
中村　奨吾,ロッテ,0.23,111.0,299.0,269.0,62.0,5.0,21.0,4.0,15.0,4.0,69.0,9.0,4.0,0.279,0.331,0.61,2.85,3.00,2015.0,1500,内野手,1,23,1992/05/28,180cm,79kg,A型,右右,兵庫,False
比屋根　渉,ヤクルト,0.23,84.0,240.0,209.0,48.0,3.0,9.0,6.0,17.0,4.0,38.0,10.0,2.0,0.3,0.301,0.601,3.14,3.18,2015.0,1500,外野手,4,28,1987/06/20,180cm,70kg,O型,右右,沖縄,False
グスマン,広島,0.23,34.0,116.0,100.0,23.0,3.0,12.0,0.0,15.0,1.0,25.0,0.0,2.0,0.336,0.42,0.756,4.94,4.85,2015.0,10800,内野手,1,31,1984/06/14,185cm,91kg,A型,右右,ベネズエラ,True
鶴岡　一成,阪神,0.229,70.0,179.0,153.0,35.0,1.0,15.0,0.0,15.0,0.0,43.0,10.0,2.0,0.296,0.301,0.597,2.93,2.94,2015.0,3800,捕手,20,38,1977/05/30,184cm,81kg,A型,右右,兵庫,False
桂　依央利,中日,0.229,47.0,113.0,105.0,24.0,2.0,7.0,1.0,3.0,0.0,33.0,5.0,2.0,0.25,0.314,0.564,2.31,2.38,2015.0,600,捕手,2,24,1991/07/09,185cm,83kg,B型,右右,大阪,False
今宮　健太,ソフトバンク,0.228,142.0,530.0,457.0,104.0,7.0,45.0,3.0,34.0,0.0,83.0,35.0,13.0,0.279,0.326,0.605,2.63,2.71,2015.0,7000,内野手,6,24,1991/07/15,171cm,73kg,O型,右右,大分,False
本多　雄一,ソフトバンク,0.228,61.0,174.0,158.0,36.0,0.0,4.0,5.0,9.0,1.0,36.0,6.0,2.0,0.274,0.278,0.552,2.24,2.22,2015.0,18000,内野手,10,31,1984/11/19,174cm,72kg,O型,右左,福岡,False
加藤　翔平,ロッテ,0.228,21.0,63.0,57.0,13.0,0.0,2.0,2.0,3.0,0.0,11.0,3.0,0.0,0.267,0.246,0.512,2.38,2.40,2015.0,2100,外野手,3,24,1991/03/28,183cm,84kg,AB型,右両,埼玉,False
エルドレッド,広島,0.227,79.0,300.0,264.0,60.0,19.0,54.0,1.0,31.0,1.0,91.0,0.0,3.0,0.307,0.466,0.773,4.85,5.18,2015.0,10900,内野手,4,35,1980/07/12,196cm,122kg,不明,右右,アメリカ,True
吉田　裕太,ロッテ,0.227,65.0,131.0,110.0,25.0,1.0,9.0,1.0,9.0,1.0,26.0,9.0,2.0,0.287,0.264,0.551,2.45,2.68,2015.0,1420,捕手,2,24,1991/07/21,183cm,94kg,O型,右右,千葉,False
サンチェス,楽天,0.226,66.0,232.0,199.0,45.0,7.0,18.0,3.0,27.0,4.0,40.0,0.0,4.0,0.328,0.392,0.72,4.42,4.54,2015.0,25000,内野手,1,32,1983/09/02,185cm,107kg,不明,右右,アメリカ,True
小林　誠司,巨人,0.226,70.0,204.0,177.0,40.0,2.0,13.0,2.0,19.0,3.0,39.0,5.0,6.0,0.312,0.294,0.605,2.96,2.97,2015.0,2500,捕手,2,26,1989/06/07,178cm,78kg,O型,右右,大阪,False
縞田　拓弥,オリックス,0.226,80.0,152.0,133.0,30.0,2.0,16.0,3.0,12.0,0.0,30.0,6.0,1.0,0.288,0.361,0.649,3.66,3.64,2015.0,1200,内野手,4,28,1987/01/22,180cm,80kg,O型,右右,福岡,False
乙坂　智,DeNA,0.226,52.0,138.0,124.0,28.0,3.0,10.0,2.0,9.0,0.0,25.0,4.0,0.0,0.276,0.339,0.615,2.99,3.19,2015.0,590,外野手,4,21,1994/01/06,182cm,83kg,O型,右左,神奈川,False
市川　友也,日本ハム,0.226,43.0,120.0,106.0,24.0,2.0,12.0,0.0,6.0,1.0,30.0,6.0,0.0,0.272,0.34,0.612,3.14,3.24,2015.0,1700,捕手,6,30,1985/05/09,176cm,81kg,O型,右右,神奈川,False
大引　啓次,ヤクルト,0.225,96.0,347.0,311.0,70.0,5.0,41.0,6.0,27.0,1.0,56.0,6.0,5.0,0.287,0.338,0.625,3.19,3.24,2015.0,10000,内野手,9,31,1984/06/29,178cm,84kg,A型,右右,大阪,False
大和,阪神,0.225,123.0,293.0,249.0,56.0,0.0,12.0,5.0,12.0,4.0,35.0,28.0,2.0,0.272,0.245,0.517,1.83,1.85,2015.0,6500,外野手,10,28,1987/11/05,177cm,68kg,A型,右右,鹿児島,False
白崎　浩之,DeNA,0.225,81.0,238.0,204.0,46.0,6.0,9.0,2.0,11.0,1.0,45.0,22.0,1.0,0.269,0.368,0.636,2.92,2.96,2015.0,1850,内野手,3,25,1990/08/20,183cm,86kg,O型,右右,北海道,False
金子　侑司,西武,0.224,57.0,176.0,156.0,35.0,1.0,6.0,11.0,10.0,0.0,43.0,10.0,0.0,0.271,0.308,0.579,2.54,2.59,2015.0,2600,内野手,3,25,1990/04/24,179cm,70kg,B型,右両,京都,False
飛雄馬,DeNA,0.224,59.0,135.0,116.0,26.0,1.0,9.0,1.0,3.0,1.0,23.0,15.0,2.0,0.25,0.345,0.595,2.53,2.42,2015.0,610,内野手,4,24,1991/03/17,181cm,86kg,B型,右右,大阪,False
長谷川　勇也,ソフトバンク,0.224,30.0,96.0,85.0,19.0,5.0,12.0,0.0,11.0,0.0,27.0,0.0,0.0,0.313,0.4,0.713,4.61,4.78,2015.0,20000,外野手,9,31,1984/12/22,180cm,88kg,AB型,右左,山形,False
大松　尚逸,ロッテ,0.224,18.0,53.0,49.0,11.0,0.0,5.0,0.0,3.0,0.0,12.0,0.0,2.0,0.264,0.286,0.55,2.02,2.17,2015.0,3160,内野手,11,33,1982/06/16,184cm,93kg,B型,左左,石川,False
デニング,ヤクルト,0.222,64.0,227.0,194.0,43.0,4.0,22.0,0.0,23.0,8.0,43.0,0.0,2.0,0.326,0.345,0.671,4.07,4.17,2015.0,360,外野手,1,27,1988/08/17,187cm,91kg,不明,右左,オーストラリア,True
関根　大気,DeNA,0.222,55.0,159.0,144.0,32.0,1.0,10.0,8.0,8.0,0.0,22.0,6.0,1.0,0.261,0.326,0.588,2.81,2.91,2015.0,600,外野手,2,20,1995/06/28,174cm,80kg,A型,左左,愛知,False
赤松　真人,広島,0.222,52.0,9.0,9.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.222,0.333,0.556,1.33,1.86,2015.0,2800,外野手,11,33,1982/09/06,182cm,75kg,O型,右右,京都,False
西田　哲朗,楽天,0.22,62.0,183.0,168.0,37.0,1.0,8.0,2.0,11.0,0.0,44.0,4.0,4.0,0.268,0.28,0.548,1.92,1.95,2015.0,1800,内野手,6,24,1991/09/04,180cm,78kg,O型,右右,大阪,False
嶋　基宏,楽天,0.219,117.0,411.0,338.0,74.0,4.0,18.0,6.0,60.0,1.0,69.0,11.0,11.0,0.338,0.287,0.624,3.30,3.37,2015.0,12000,捕手,9,31,1984/12/13,179cm,82kg,A型,右右,岐阜,False
橋本　到,巨人,0.219,68.0,151.0,137.0,30.0,1.0,10.0,4.0,9.0,1.0,35.0,3.0,1.0,0.27,0.336,0.606,3.10,3.08,2015.0,2800,外野手,7,25,1990/04/28,172cm,78kg,O型,右左,宮城,False
大崎　雄太朗,西武,0.219,47.0,85.0,73.0,16.0,1.0,9.0,0.0,5.0,2.0,16.0,2.0,0.0,0.277,0.301,0.578,3.00,3.41,2015.0,2400,外野手,9,31,1984/10/18,169cm,79kg,O型,右左,茨城,False
飯原　誉士,ヤクルト,0.219,18.0,34.0,32.0,7.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,1.0,0.235,0.25,0.485,1.40,1.74,2015.0,3650,外野手,10,32,1983/04/26,181cm,88kg,O型,右右,栃木,False
吉村　裕基,ソフトバンク,0.217,73.0,151.0,129.0,28.0,3.0,15.0,0.0,16.0,5.0,36.0,0.0,1.0,0.325,0.357,0.681,4.27,4.35,2015.0,4500,外野手,13,31,1984/06/14,183cm,97kg,B型,右右,福岡,False
サブロー,ロッテ,0.217,36.0,52.0,46.0,10.0,1.0,4.0,0.0,6.0,0.0,14.0,0.0,1.0,0.308,0.304,0.612,3.15,3.27,2015.0,13000,外野手,21,39,1976/06/01,181cm,90kg,B型,右右,岡山,False
福田　将儀,楽天,0.216,67.0,210.0,185.0,40.0,1.0,12.0,5.0,13.0,3.0,45.0,8.0,2.0,0.277,0.27,0.547,1.98,2.11,2015.0,1000,外野手,1,23,1992/04/17,174cm,76kg,O型,右右,千葉,False
北川　倫太郎,楽天,0.215,31.0,86.0,79.0,17.0,0.0,4.0,3.0,6.0,0.0,19.0,0.0,2.0,0.267,0.253,0.521,2.01,2.18,2015.0,600,外野手,4,22,1993/06/21,185cm,82kg,B型,右左,大阪,False
江越　大賀,阪神,0.214,56.0,176.0,168.0,36.0,5.0,16.0,2.0,6.0,2.0,64.0,0.0,0.0,0.25,0.387,0.637,3.40,3.43,2015.0,1000,外野手,1,22,1993/03/12,182cm,83kg,O型,右右,長崎,False
天谷　宗一郎,広島,0.214,30.0,34.0,28.0,6.0,0.0,2.0,3.0,6.0,0.0,7.0,0.0,1.0,0.353,0.214,0.567,1.62,1.89,2015.0,2500,外野手,14,32,1983/11/08,178cm,87kg,O型,左左,福井,False
石川　亮,日本ハム,0.214,27.0,31.0,28.0,6.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,0.0,0.226,0.286,0.512,2.11,2.78,2015.0,460,捕手,2,20,1995/07/20,180cm,83kg,O型,右右,神奈川,False
岡本　和真,巨人,0.214,17.0,31.0,28.0,6.0,1.0,4.0,2.0,2.0,1.0,4.0,0.0,3.0,0.29,0.321,0.612,2.22,2.38,2015.0,1200,内野手,1,19,1996/06/30,183cm,95kg,A型,右右,奈良,False
佐藤　賢治,日本ハム,0.214,16.0,29.0,28.0,6.0,0.0,5.0,0.0,1.0,0.0,14.0,0.0,0.0,0.241,0.25,0.491,1.77,1.80,2015.0,1030,外野手,9,27,1988/08/26,181cm,87kg,A型,右左,東京都,True
炭谷　銀仁朗,西武,0.211,133.0,443.0,399.0,84.0,4.0,35.0,0.0,16.0,4.0,87.0,22.0,7.0,0.247,0.281,0.528,1.96,2.03,2015.0,9000,捕手,10,28,1987/07/19,180cm,93kg,O型,右右,京都,False
ハーミッダ,日本ハム,0.211,50.0,192.0,166.0,35.0,1.0,18.0,1.0,24.0,2.0,60.0,0.0,1.0,0.318,0.289,0.607,3.37,3.41,2015.0,6000,外野手,1,31,1984/01/30,192cm,100kg,不明,右左,アメリカ,True
ミレッジ,ヤクルト,0.211,24.0,81.0,76.0,16.0,1.0,9.0,0.0,5.0,0.0,16.0,0.0,1.0,0.259,0.303,0.562,2.07,2.18,2015.0,22800,外野手,4,30,1985/04/05,183cm,93kg,不明,右右,アメリカ,True
柳田　殖生,DeNA,0.209,24.0,49.0,43.0,9.0,0.0,5.0,0.0,1.0,2.0,11.0,3.0,2.0,0.261,0.256,0.517,1.53,1.52,2015.0,1050,内野手,10,33,1982/03/31,180cm,82kg,A型,右右,兵庫,False
中井　大介,巨人,0.209,29.0,47.0,43.0,9.0,0.0,2.0,0.0,2.0,1.0,9.0,1.0,0.0,0.261,0.233,0.493,1.97,2.04,2015.0,1600,内野手,8,26,1989/11/27,182cm,85kg,B型,右右,三重,False
倉本　寿彦,DeNA,0.208,102.0,265.0,245.0,51.0,2.0,20.0,0.0,10.0,2.0,60.0,7.0,8.0,0.244,0.249,0.493,1.43,1.55,2015.0,1200,内野手,1,24,1991/01/07,180cm,82kg,B型,右左,神奈川,False
高橋　周平,中日,0.208,51.0,172.0,154.0,32.0,4.0,18.0,2.0,16.0,1.0,42.0,1.0,5.0,0.287,0.338,0.624,2.91,3.00,2015.0,1800,内野手,4,21,1994/01/18,180cm,85kg,O型,右左,神奈川,False
石川　慎吾,日本ハム,0.207,43.0,99.0,87.0,18.0,2.0,11.0,1.0,9.0,1.0,11.0,2.0,2.0,0.289,0.345,0.633,3.08,3.14,2015.0,730,外野手,4,22,1993/04/27,178cm,77kg,O型,右右,大阪,False
