選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
松元　ユウイチ,ヤクルト,0.193,51,63,57,11,1,8,0,6,0,8,0,2,0.27,0.281,0.551,2.12,2.24,2011
ヘスマン,オリックス,0.192,48,142,130,25,6,14,0,11,1,46,0,2,0.261,0.377,0.637,3.13,3.28,2011
橋本　到,巨人,0.192,33,30,26,5,0,0,3,2,0,10,2,0,0.25,0.192,0.442,1.09,1.29,2011
新井　良太,阪神,0.192,43,27,26,5,0,3,0,1,0,8,0,1,0.222,0.192,0.415,0.5,0.64,2011
鈴木　尚広,巨人,0.19,90,68,58,11,0,0,18,4,1,13,5,3,0.254,0.224,0.478,1.67,1.82,2011
山崎　勝己,ソフトバンク,0.189,86,168,148,28,0,13,0,5,0,45,14,4,0.214,0.236,0.451,1.0,1.07,2011
城島　健司,阪神,0.189,38,144,132,25,5,13,0,8,2,16,0,5,0.243,0.326,0.569,2.13,2.44,2011
森本　稀哲,横浜,0.187,48,153,134,25,1,9,0,8,1,42,9,4,0.236,0.246,0.482,1.24,1.41,2011
森山　周,オリックス,0.186,82,125,113,21,0,4,5,6,0,19,6,1,0.227,0.195,0.422,1.06,1.19,2011
的場　直樹,ロッテ,0.186,27,74,70,13,0,3,0,1,1,24,2,1,0.208,0.2,0.408,0.69,0.81,2011
倉　義和,広島,0.185,55,135,108,20,0,8,0,13,4,25,9,3,0.294,0.194,0.488,1.78,2.0,2011
杉谷　拳士,日本ハム,0.185,50,110,92,17,0,7,7,5,2,21,11,1,0.242,0.239,0.482,1.58,1.66,2011
岩村　明憲,楽天,0.183,77,197,175,32,0,9,0,17,1,41,3,6,0.258,0.217,0.475,1.35,1.5,2011
飯山　裕志,日本ハム,0.183,99,194,169,31,0,7,3,2,0,35,22,0,0.192,0.207,0.399,0.79,0.95,2011
高橋　信二,巨人,0.182,27,49,44,8,0,3,0,4,0,8,1,0,0.25,0.227,0.477,1.47,1.58,2011
辻　俊哉,オリックス,0.182,8,16,11,2,0,0,0,1,0,4,4,2,0.25,0.273,0.523,0.31,0.25,2011
福川　将和,ヤクルト,0.182,10,13,11,2,0,1,0,2,0,2,0,0,0.308,0.273,0.58,3.22,3.21,2011
グスマン,中日,0.181,73,251,238,43,7,15,0,9,3,81,0,7,0.219,0.298,0.517,1.56,1.77,2011
南　竜介,ロッテ,0.179,32,43,39,7,1,3,1,1,1,10,2,0,0.22,0.333,0.553,2.4,2.53,2011
會澤　翼,広島,0.179,19,29,28,5,0,1,0,0,1,9,0,3,0.207,0.214,0.421,-0.24,-0.2,2011
寺内　崇幸,巨人,0.178,73,128,107,19,0,8,6,4,1,26,16,1,0.214,0.215,0.429,1.32,1.36,2011
塀内　久雄,ロッテ,0.178,35,50,45,8,0,2,0,2,0,11,3,0,0.213,0.222,0.435,1.17,1.23,2011
脇谷　亮太,巨人,0.175,53,167,154,27,0,10,7,6,2,24,4,0,0.215,0.221,0.436,1.32,1.49,2011
黒羽根　利規,横浜,0.175,45,114,97,17,1,5,0,11,0,27,6,3,0.259,0.237,0.496,1.56,1.63,2011
川本　良平,ヤクルト,0.173,42,83,75,13,2,4,1,5,2,23,1,0,0.244,0.293,0.537,2.36,2.56,2011
大廣　翔治,楽天,0.172,18,33,29,5,0,1,1,0,1,9,3,0,0.2,0.207,0.407,1.06,1.13,2011
渡辺　正人,ロッテ,0.171,54,120,105,18,1,10,0,5,4,30,6,0,0.237,0.248,0.484,1.72,1.85,2011
林　威助,阪神,0.167,63,92,90,15,1,5,1,1,0,14,0,2,0.174,0.233,0.407,0.59,0.83,2011
中村　晃,ソフトバンク,0.167,33,52,48,8,0,2,4,0,0,11,4,0,0.167,0.188,0.354,0.77,0.87,2011
阿部　真宏,西武,0.167,24,30,24,4,0,1,0,4,0,5,2,1,0.286,0.167,0.452,1.26,1.44,2011
狩野　恵輔,阪神,0.167,10,14,12,2,0,3,0,0,1,3,1,0,0.231,0.25,0.481,0.7,0.81,2011
井野　卓,楽天,0.167,2,6,6,1,0,0,0,0,0,2,0,0,0.167,0.167,0.333,0.01,0.16,2011
小田　幸平,中日,0.164,40,69,61,10,0,4,0,5,0,15,3,1,0.227,0.164,0.391,0.67,0.81,2011
伊藤　光,オリックス,0.156,66,188,160,25,2,11,3,11,2,57,14,0,0.218,0.238,0.456,1.33,1.52,2011
福地　寿樹,ヤクルト,0.155,40,65,58,9,0,5,10,2,2,13,3,0,0.21,0.224,0.434,1.67,1.81,2011
ブラウン,西武,0.155,21,65,58,9,0,5,0,5,2,16,0,0,0.246,0.19,0.436,1.36,1.53,2011
田中　大二郎,巨人,0.154,25,47,39,6,0,1,0,2,4,6,2,0,0.267,0.231,0.497,2.06,2.06,2011
大田　泰示,巨人,0.154,12,28,26,4,0,3,0,0,0,9,1,0,0.148,0.192,0.34,0.19,0.65,2011
濱中　治,ヤクルト,0.154,5,14,13,2,0,0,0,1,0,4,0,0,0.214,0.154,0.368,0.54,0.79,2011
加藤　健,巨人,0.152,21,39,33,5,1,5,0,5,0,10,1,3,0.263,0.273,0.536,1.22,1.2,2011
後藤　武敏,西武,0.152,24,37,33,5,0,1,0,4,0,13,0,0,0.243,0.212,0.455,1.49,1.62,2011
安部　友裕,広島,0.15,8,20,20,3,0,0,0,0,0,6,0,0,0.15,0.15,0.3,-0.32,-0.13,2011
上本　達之,西武,0.145,44,77,69,10,1,7,1,4,1,24,3,0,0.203,0.203,0.406,0.93,1.16,2011
野口　祥順,ヤクルト,0.143,26,15,14,2,0,1,2,0,0,3,1,1,0.143,0.143,0.286,-1.47,-1.2,2011
佐藤　賢治,日本ハム,0.143,8,7,7,1,0,0,0,0,0,5,0,0,0.143,0.143,0.286,-0.57,-0.36,2011
浅井　良,阪神,0.138,63,75,65,9,0,5,0,6,1,15,2,0,0.219,0.2,0.419,0.95,1.23,2011
ガイエル,ヤクルト,0.138,11,34,29,4,1,4,0,3,2,11,0,1,0.265,0.31,0.575,2.27,2.46,2011
水田　圭介,中日,0.133,14,19,15,2,0,0,0,2,0,1,2,0,0.235,0.133,0.369,0.83,1.04,2011
平石　洋介,楽天,0.133,35,16,15,2,0,0,1,1,0,6,0,0,0.188,0.133,0.321,0.38,0.62,2011
西村　弥,楽天,0.13,63,26,23,3,0,1,3,1,0,4,2,1,0.167,0.13,0.297,-0.28,-0.07,2011
今岡　誠,ロッテ,0.13,13,26,23,3,0,1,0,2,0,3,1,0,0.2,0.174,0.374,0.64,0.8,2011
飯原　誉士,ヤクルト,0.126,64,122,103,13,0,8,0,14,0,20,4,7,0.229,0.165,0.394,0.25,0.46,2011
武山　真吾,横浜,0.125,46,102,88,11,1,5,0,4,3,26,6,4,0.188,0.193,0.381,0.18,0.45,2011
松井　佑介,中日,0.125,4,8,8,1,0,0,0,0,0,4,0,0,0.125,0.125,0.25,-0.85,-0.62,2011
荒木　貴裕,ヤクルト,0.125,3,8,8,1,0,0,0,0,0,3,0,1,0.125,0.125,0.25,-1.88,-1.76,2011
細谷　圭,ロッテ,0.121,22,60,58,7,2,5,0,1,0,28,1,2,0.136,0.276,0.411,0.22,0.49,2011
佐藤　友亮,西武,0.12,42,57,50,6,1,1,0,2,1,10,4,1,0.17,0.2,0.37,0.29,0.51,2011
円谷　英俊,巨人,0.118,13,20,17,2,0,1,0,1,1,5,1,0,0.211,0.176,0.387,0.78,0.78,2011
枡田　慎太郎,楽天,0.115,14,30,26,3,0,4,0,1,0,10,2,0,0.143,0.154,0.297,-0.11,0.37,2011
今成　亮太,日本ハム,0.115,22,28,26,3,0,1,0,0,0,9,1,0,0.111,0.115,0.226,-0.8,-0.25,2011
江川　智晃,ソフトバンク,0.111,11,10,9,1,1,1,0,1,0,8,0,0,0.2,0.444,0.644,2.79,3.38,2011
山崎　憲晴,横浜,0.105,21,41,38,4,0,1,0,2,0,14,1,1,0.15,0.105,0.255,-1.08,-0.83,2011
石井　義人,西武,0.105,12,20,19,2,0,1,0,1,0,6,0,0,0.15,0.105,0.255,-0.65,-0.38,2011
駿太,オリックス,0.1,30,47,40,4,0,1,0,1,0,13,6,0,0.122,0.125,0.247,-0.72,-0.54,2011
英智,中日,0.1,56,24,20,2,0,1,2,2,0,3,2,0,0.182,0.1,0.282,0.4,0.65,2011
阿部　俊人,楽天,0.091,17,24,22,2,0,0,0,0,0,8,2,1,0.091,0.091,0.182,-1.53,-1.35,2011
中谷　仁,楽天,0.091,11,23,22,2,1,2,0,0,0,9,1,0,0.091,0.227,0.318,-0.23,0.14,2011
カラバイヨ,オリックス,0.091,4,12,11,1,0,0,0,1,0,6,0,0,0.167,0.091,0.258,-0.61,-0.3,2011
清水　誉,阪神,0.091,11,11,11,1,0,0,0,0,0,4,0,0,0.091,0.091,0.182,-1.41,-1.16,2011
三輪　正義,ヤクルト,0.077,54,16,13,1,0,0,5,0,0,2,3,0,0.077,0.077,0.154,-0.71,-0.35,2011
白濱　裕太,広島,0.077,7,14,13,1,0,1,0,0,0,4,1,0,0.077,0.077,0.154,-1.41,-1.18,2011
柴原　洋,ソフトバンク,0.077,11,13,13,1,0,0,0,0,0,5,0,0,0.077,0.077,0.154,-1.65,-1.4,2011
金澤　岳,ロッテ,0.071,21,29,28,2,0,2,0,0,0,11,0,0,0.069,0.071,0.14,-1.63,-1.06,2011
日高　剛,オリックス,0.068,26,50,44,3,0,2,0,5,1,12,0,1,0.18,0.091,0.271,-0.55,-0.26,2011
松本　哲也,巨人,0.053,20,19,19,1,0,0,0,0,0,4,0,1,0.053,0.053,0.105,-2.37,-2.16,2011
前田　大輔,オリックス,0.05,12,24,20,1,0,0,0,1,0,5,3,0,0.095,0.05,0.145,-1.21,-0.97,2011
高口　隆行,ロッテ,0.045,38,24,22,1,0,0,0,1,0,6,1,0,0.087,0.045,0.132,-1.58,-1.3,2011
金子　圭輔,オリックス,0.0,11,16,12,0,0,0,0,1,0,4,3,0,0.077,0.0,0.077,-1.43,-1.17,2011
横山　徹也,オリックス,0.0,5,11,8,0,0,0,0,2,0,2,1,0,0.2,0.0,0.2,-0.45,-0.06,2011
鬼崎　裕司,ヤクルト,0.0,8,10,9,0,0,0,0,1,0,4,0,0,0.1,0.0,0.1,-1.88,-1.5,2011
前田　章宏,中日,0.0,11,9,8,0,0,0,0,1,0,5,0,0,0.111,0.0,0.111,-1.81,-1.42,2011
田中　大輔,中日,0.0,4,8,6,0,0,0,0,2,0,2,0,0,0.25,0.0,0.25,0.01,0.54,2011
柳田　悠岐,ソフトバンク,0.0,6,5,5,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.83,-2.54,2011
坂　克彦,阪神,0.0,3,5,5,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,-2.87,-2.59,2011
渡部　龍一,日本ハム,0.0,3,5,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2011
岡崎　太一,阪神,0.0,7,4,4,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.81,-2.57,2011
野原　祐也,阪神,0.0,4,4,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.75,-2.5,2011
星　秀和,西武,0.0,3,4,3,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,-1.85,-1.69,2011
カラスコ,中日,0.0,3,4,4,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,-2.92,-2.63,2011
野中　信吾,オリックス,0.0,12,3,2,0,0,0,2,0,0,2,1,0,0.0,0.0,0.0,-1.56,-0.81,2011
青野　毅,ロッテ,0.0,5,3,2,0,0,0,0,1,0,1,0,0,0.333,0.0,0.333,1.39,2.03,2011
市川　卓,日本ハム,0.0,4,3,2,0,0,0,0,0,1,0,0,0,0.333,0.0,0.333,1.52,2.16,2011
柳田　殖生,中日,0.0,3,3,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.92,-2.61,2011
林崎　遼,西武,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2011
鬼崎　裕司,西武,0.0,2,3,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.92,-2.61,2011
関口　雄大,日本ハム,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2011
丈武,楽天,0.0,2,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2011
岳野　竜也,西武,0.0,2,2,2,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,-4.86,-5.04,2011
中川　大志,楽天,0.0,2,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-4.86,-4.59,2011
松井　淳,ヤクルト,0.0,2,2,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.92,-2.7,2011
中井　大介,巨人,0.0,2,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2011
黒瀬　春樹,阪神,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2011
今宮　健太,ソフトバンク,0.0,18,1,1,0,0,0,2,0,0,1,0,0,0.0,0.0,0.0,6.3,7.02,2011
中島　卓也,日本ハム,0.0,8,1,1,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,1.69,2.16,2011
清水　将海,ソフトバンク,0.0,3,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2011
隠善　智也,巨人,0.0,3,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2011
野原　将志,阪神,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2011
堂上　隼人,ソフトバンク,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2011
早川　大輔,横浜,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2011
桑原　義行,横浜,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2011
西田　哲朗,楽天,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2011
小斉　祐輔,ソフトバンク,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2011
中嶋　聡,日本ハム,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2011
中西　健太,ソフトバンク,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2011
米野　智人,西武,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2011
荒木　郁也,阪神,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2011
