選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
石川　慎吾,巨人,0.192,17,28,26,5,0,0,0,2,0,6,0,1,0.25,0.308,0.558,1.99,2.00,2018
岡島　豪郎,楽天,0.19,108,241,216,41,3,15,1,22,0,54,3,4,0.265,0.287,0.552,2.25,2.33,2018
ドミンゲス,ロッテ,0.19,37,93,84,16,7,16,0,6,3,18,0,0,0.269,0.488,0.757,4.66,4.87,2018
石井　一成,日本ハム,0.189,69,163,148,28,1,4,3,12,1,47,2,0,0.255,0.277,0.532,2.41,2.48,2018
髙田　知季,ソフトバンク,0.188,74,153,133,25,2,15,2,12,2,36,6,2,0.265,0.286,0.551,2.39,2.50,2018
田中　浩康,DeNA,0.188,31,52,48,9,0,3,0,2,1,7,1,3,0.235,0.208,0.444,0.61,0.69,2018
川瀬　晃,ソフトバンク,0.188,13,36,32,6,0,2,1,2,0,9,2,2,0.235,0.219,0.454,0.86,0.91,2018
李　杜軒,ロッテ,0.188,11,18,16,3,0,3,0,2,0,8,0,0,0.278,0.25,0.528,2.37,2.43,2018
フェルナンド,楽天,0.188,11,16,16,3,0,0,0,0,0,5,0,0,0.188,0.188,0.375,0.46,0.60,2018
中井　大介,巨人,0.186,70,97,86,16,1,6,0,6,2,25,3,3,0.255,0.279,0.534,1.82,1.87,2018
根元　俊一,ロッテ,0.186,28,45,43,8,0,3,0,0,0,18,1,0,0.182,0.233,0.414,0.86,1.14,2018
山崎　晃大朗,ヤクルト,0.184,23,47,38,7,0,0,1,6,0,12,3,1,0.295,0.237,0.532,1.95,2.10,2018
八百板　卓丸,楽天,0.184,27,45,38,7,0,0,1,4,1,12,2,1,0.279,0.211,0.49,1.49,1.62,2018
細谷　圭,ロッテ,0.182,21,27,22,4,0,1,1,4,0,3,1,0,0.308,0.227,0.535,2.98,3.07,2018
マルティネス,巨人,0.18,19,66,61,11,2,5,1,5,0,27,0,0,0.242,0.344,0.587,2.82,2.93,2018
戸柱　恭孝,DeNA,0.179,25,59,56,10,1,6,0,2,0,9,1,3,0.207,0.268,0.475,0.85,0.96,2018
嶺井　博希,DeNA,0.177,91,230,209,37,5,25,0,6,8,56,6,9,0.228,0.282,0.51,1.37,1.53,2018
石原　慶幸,広島,0.177,58,107,96,17,1,7,0,5,1,27,4,4,0.223,0.219,0.442,0.80,0.99,2018
枡田　慎太郎,楽天,0.177,33,70,62,11,3,13,0,6,1,14,0,2,0.257,0.387,0.644,2.95,3.21,2018
菅野　剛士,ロッテ,0.176,53,161,131,23,2,18,1,20,5,27,4,4,0.306,0.275,0.581,2.75,2.98,2018
鈴木　昂平,オリックス,0.176,43,22,17,3,0,0,0,0,2,4,3,1,0.263,0.176,0.44,0.85,0.96,2018
ディクソン,楽天,0.175,22,60,57,10,1,3,0,1,2,20,0,0,0.217,0.228,0.445,1.02,1.27,2018
堀内　謙伍,楽天,0.174,12,24,23,4,0,2,1,1,0,1,0,0,0.208,0.261,0.469,1.79,1.90,2018
髙谷　裕亮,ソフトバンク,0.173,73,57,52,9,1,4,0,1,1,11,3,1,0.204,0.25,0.454,1.07,1.22,2018
髙山　俊,阪神,0.172,45,134,128,22,1,14,0,4,1,22,0,4,0.201,0.234,0.436,0.68,0.87,2018
山足　達也,オリックス,0.167,25,72,60,10,1,7,2,7,3,15,2,2,0.286,0.25,0.536,2.27,2.43,2018
市川　友也,ソフトバンク,0.167,25,51,42,7,2,5,0,0,1,11,8,0,0.186,0.381,0.567,2.07,2.24,2018
城所　龍磨,ソフトバンク,0.167,41,26,24,4,1,2,3,1,0,9,1,0,0.2,0.333,0.533,2.08,2.32,2018
吉川　大幾,巨人,0.167,97,23,18,3,0,0,7,2,0,6,3,0,0.25,0.167,0.417,3.15,3.24,2018
西浦　颯大,オリックス,0.167,2,7,6,1,0,0,1,1,0,3,0,0,0.286,0.167,0.452,0.65,1.04,2018
吉田　雄人,オリックス,0.167,3,6,6,1,0,0,1,0,0,1,0,0,0.167,0.167,0.333,1.04,1.19,2018
宮本　秀明,DeNA,0.16,21,25,25,4,2,2,4,0,0,8,0,1,0.16,0.4,0.56,1.83,2.30,2018
岡　大海,日本ハム,0.154,28,60,52,8,0,7,5,4,2,12,2,3,0.241,0.212,0.453,1.32,1.38,2018
松井　稼頭央,西武,0.154,30,41,39,6,0,2,1,2,0,10,0,1,0.195,0.179,0.375,0.38,0.52,2018
坂本　誠志郎,阪神,0.154,15,16,13,2,0,1,0,2,0,7,0,0,0.25,0.231,0.481,1.94,2.75,2018
安田　尚憲,ロッテ,0.151,17,60,53,8,1,7,0,7,0,20,0,0,0.25,0.264,0.514,2.09,2.26,2018
江越　大賀,阪神,0.15,29,40,40,6,1,1,3,0,0,22,0,0,0.15,0.275,0.425,1.17,1.33,2018
井野　卓,ヤクルト,0.144,47,97,90,13,0,4,0,5,0,26,2,2,0.189,0.178,0.367,0.21,0.35,2018
岩本　貴裕,広島,0.143,10,8,7,1,0,0,0,1,0,2,0,1,0.25,0.143,0.393,-0.50,-0.35,2018
飛雄馬,DeNA,0.143,4,8,7,1,0,0,0,1,0,3,0,0,0.25,0.143,0.393,-0.53,-0.15,2018
西田　明央,ヤクルト,0.143,4,7,7,1,0,0,0,0,0,2,0,0,0.143,0.143,0.286,-0.45,-0.27,2018
美間　優槻,広島,0.139,30,38,36,5,0,1,0,1,0,11,1,2,0.162,0.139,0.301,-0.75,-0.59,2018
髙城　俊人,DeNA,0.136,28,75,66,9,0,3,2,2,2,25,4,1,0.183,0.152,0.335,0.23,0.54,2018
松井　佑介,中日,0.136,17,22,22,3,0,0,0,0,0,12,0,0,0.136,0.136,0.273,-0.65,-0.44,2018
工藤　隆人,中日,0.133,73,17,15,2,0,1,3,0,1,7,1,0,0.188,0.133,0.321,0.41,0.67,2018
西岡　剛,阪神,0.125,25,43,40,5,0,1,0,3,0,10,0,0,0.186,0.2,0.386,0.62,0.73,2018
森越　祐人,阪神,0.125,16,39,32,4,0,1,0,5,0,7,2,1,0.243,0.125,0.368,0.17,0.35,2018
大村　孟,ヤクルト,0.125,9,10,8,1,0,0,0,2,0,4,0,0,0.3,0.25,0.55,2.78,2.85,2018
長坂　拳弥,阪神,0.125,9,9,8,1,0,0,0,0,0,1,1,0,0.125,0.25,0.375,0.44,0.41,2018
坂倉　将吾,広島,0.125,9,9,8,1,0,1,0,1,0,1,0,0,0.222,0.25,0.472,1.61,1.62,2018
野本　圭,中日,0.125,8,8,8,1,0,1,0,0,0,1,0,0,0.125,0.25,0.375,0.33,0.31,2018
和田　恋,巨人,0.125,5,8,8,1,0,0,0,0,0,4,0,0,0.125,0.125,0.25,-0.85,-0.62,2018
小島　脩平,オリックス,0.12,40,54,50,6,0,2,3,4,0,9,0,0,0.185,0.14,0.325,0.22,0.46,2018
木下　拓哉,中日,0.12,16,28,25,3,1,2,0,3,0,9,0,0,0.214,0.28,0.494,1.70,1.89,2018
三輪　正義,ヤクルト,0.118,25,24,17,2,0,1,0,2,0,4,5,0,0.211,0.118,0.328,0.50,0.68,2018
村林　一輝,楽天,0.114,28,49,44,5,0,2,0,3,0,12,2,2,0.17,0.136,0.307,-0.71,-0.52,2018
足立　祐一,楽天,0.111,20,20,18,2,0,0,0,1,0,4,1,1,0.158,0.111,0.269,-0.89,-0.69,2018
栗原　陵矢,ソフトバンク,0.111,11,9,9,1,0,0,0,0,0,4,0,0,0.111,0.111,0.222,-1.08,-0.84,2018
宇佐見　真吾,巨人,0.104,29,58,48,5,0,3,0,10,0,20,0,1,0.259,0.146,0.404,0.93,1.14,2018
三好　匠,楽天,0.104,70,54,48,5,0,0,0,3,0,15,3,2,0.157,0.146,0.303,-0.70,-0.48,2018
吉田　裕太,ロッテ,0.1,8,12,10,1,0,0,0,1,0,2,1,0,0.182,0.1,0.282,-0.11,0.14,2018
辻　東倫,巨人,0.1,8,10,10,1,0,0,0,0,0,1,0,1,0.1,0.1,0.2,-2.00,-1.86,2018
上本　崇司,広島,0.091,59,13,11,1,0,0,6,1,0,4,1,0,0.167,0.091,0.258,0.35,0.81,2018
呉　念庭,西武,0.091,8,11,11,1,0,1,0,0,0,5,0,0,0.091,0.091,0.182,-1.43,-1.19,2018
村上　宗隆,ヤクルト,0.083,6,14,12,1,1,2,0,2,0,5,0,0,0.214,0.333,0.548,2.13,2.68,2018
古賀　優大,ヤクルト,0.077,7,15,13,1,0,1,0,1,0,2,1,1,0.143,0.077,0.22,-1.34,-1.14,2018
武山　真吾,中日,0.068,30,54,44,3,0,6,0,5,0,17,2,0,0.154,0.114,0.267,-0.20,0.53,2018
江村　直也,ロッテ,0.063,35,18,16,1,0,0,0,1,0,5,1,1,0.118,0.063,0.18,-1.62,-1.40,2018
山田　遥楓,西武,0.059,14,19,17,1,1,2,0,1,1,6,0,0,0.158,0.235,0.393,0.56,1.06,2018
若林　晃弘,巨人,0.056,17,19,18,1,0,0,0,1,0,6,0,0,0.105,0.056,0.161,-1.48,-1.18,2018
塩見　泰隆,ヤクルト,0.04,16,26,25,1,0,0,0,1,0,7,0,0,0.077,0.08,0.157,-1.54,-1.31,2018
岩見　雅紀,楽天,0.0,12,24,24,0,0,0,0,0,0,14,0,2,0.0,0.0,0.0,-3.30,-3.13,2018
伊藤　光,オリックス,0.0,7,16,13,0,0,0,0,2,0,3,1,1,0.133,0.0,0.133,-1.81,-1.51,2018
庄司　隼人,広島,0.0,12,15,14,0,0,0,0,1,0,2,0,0,0.067,0.0,0.067,-2.14,-1.81,2018
荒波　翔,DeNA,0.0,11,13,11,0,0,0,0,2,0,4,0,0,0.154,0.0,0.154,-1.93,-1.49,2018
岡﨑　太一,阪神,0.0,6,13,11,0,0,0,0,0,0,2,2,0,0.0,0.0,0.0,-2.15,-1.93,2018
熊代　聖人,西武,0.0,25,10,9,0,0,0,1,1,0,4,0,0,0.1,0.0,0.1,-1.35,-0.96,2018
島井　寛仁,楽天,0.0,49,9,9,0,0,0,6,0,0,4,0,1,0.0,0.0,0.0,-2.96,-2.26,2018
谷口　雄也,日本ハム,0.0,6,6,6,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.77,-2.52,2018
松本　直樹,ヤクルト,0.0,6,5,5,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.79,-2.54,2018
釜元　豪,ソフトバンク,0.0,6,5,5,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-3.82,-3.56,2018
姫野　優也,日本ハム,0.0,2,5,4,0,0,0,0,1,0,3,0,1,0.2,0.0,0.2,-2.46,-2.21,2018
近藤　弘基,中日,0.0,5,4,4,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.86,-2.57,2018
水口　大地,西武,0.0,10,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2018
谷　哲也,中日,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2018
西森　将司,DeNA,0.0,3,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2018
飯田　大祐,オリックス,0.0,2,3,2,0,0,0,0,1,0,1,0,0,0.333,0.0,0.333,1.39,2.03,2018
愛斗,西武,0.0,2,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2018
柿沼　友哉,ロッテ,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2018
比屋根　渉,ヤクルト,0.0,4,2,2,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,-0.40,0.00,2018
黒羽根　利規,日本ハム,0.0,2,2,2,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.92,-2.70,2018
大嶋　匠,日本ハム,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2018
細川　亨,楽天,0.0,2,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2018
金澤　岳,ロッテ,0.0,1,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2018
河野　元貴,巨人,0.0,4,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2018
遠藤　一星,中日,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2018
石川　駿,中日,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2018
宗接　唯人,ロッテ,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2018
天谷　宗一郎,広島,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2018
北村　拓己,巨人,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.70,-2.43,2018
Ｇ　後藤　武敏,DeNA,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.70,2018
永江　恭平,西武,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2018
船越　涼太,広島,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2018
真砂　勇介,ソフトバンク,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2018
大木　貴将,ロッテ,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2018
田中　貴也,巨人,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2018
實松　一成,日本ハム,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2018
佐野　皓大,オリックス,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.00,0.00,2018
