選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year
清水　優心,日本ハム,0.198,61,120,111,22,1,10,0,5,0,35,3,4,0.231,0.261,0.492,1.31,1.46,2017
谷内　亮太,ヤクルト,0.198,42,104,91,18,0,7,0,9,0,19,4,3,0.27,0.22,0.49,1.55,1.63,2017
岡﨑　太一,阪神,0.195,34,54,41,8,2,5,0,5,1,12,7,0,0.298,0.341,0.639,3.28,3.4,2017
香月　一也,ロッテ,0.195,19,42,41,8,0,2,0,0,0,6,1,1,0.195,0.195,0.39,0.4,0.5,2017
グリーン,ヤクルト,0.194,25,81,72,14,2,8,0,7,2,17,0,2,0.284,0.306,0.59,2.67,2.83,2017
岡本　和真,巨人,0.194,15,35,31,6,0,2,0,4,0,10,0,0,0.286,0.226,0.512,2.31,2.43,2017
木下　拓哉,中日,0.192,51,94,78,15,0,4,0,10,1,21,4,4,0.289,0.256,0.545,1.96,2.05,2017
キャンベル,阪神,0.191,21,54,47,9,1,5,0,7,0,17,0,2,0.296,0.298,0.594,2.56,2.67,2017
細谷　圭,ロッテ,0.19,41,106,100,19,2,13,0,5,0,38,1,2,0.229,0.32,0.549,1.99,2.1,2017
乙坂　智,DeNA,0.19,83,66,63,12,2,3,0,1,1,13,1,0,0.215,0.333,0.549,2.26,2.37,2017
伊藤　光,オリックス,0.189,103,239,196,37,5,23,0,18,2,47,22,2,0.263,0.332,0.594,2.66,2.76,2017
野間　峻祥,広島,0.189,98,85,74,14,0,2,10,7,0,13,4,1,0.259,0.203,0.462,1.4,1.58,2017
天谷　宗一郎,広島,0.189,56,45,37,7,0,2,1,3,1,17,4,0,0.268,0.216,0.485,1.97,2.05,2017
飯原　誉士,ヤクルト,0.188,17,18,16,3,0,0,0,2,0,2,0,0,0.278,0.188,0.465,1.86,2.06,2017
白崎　浩之,DeNA,0.185,34,55,54,10,0,4,0,1,0,19,0,0,0.2,0.241,0.441,1.12,1.16,2017
福田　秀平,ソフトバンク,0.183,104,113,104,19,3,16,4,6,0,34,3,1,0.227,0.308,0.535,1.96,2.15,2017
山本　泰寛,巨人,0.182,29,83,66,12,1,7,1,9,1,18,7,1,0.289,0.258,0.547,2.44,2.56,2017
宗　佑磨,オリックス,0.182,10,26,22,4,0,0,0,3,1,6,0,1,0.308,0.227,0.535,0.49,0.71,2017
髙濱　祐仁,日本ハム,0.182,3,12,11,2,0,0,0,1,0,5,0,0,0.25,0.182,0.432,1.26,1.47,2017
江川　智晃,ソフトバンク,0.179,32,71,67,12,1,5,0,2,1,20,1,0,0.214,0.269,0.483,1.6,1.71,2017
平沢　大河,ロッテ,0.176,50,129,119,21,1,3,1,6,1,40,3,1,0.222,0.235,0.458,1.34,1.48,2017
吉村　裕基,ソフトバンク,0.176,8,19,17,3,2,2,0,1,1,7,0,1,0.263,0.529,0.793,3.84,4.27,2017
小窪　哲也,広島,0.175,26,65,57,10,0,8,1,6,0,13,2,3,0.254,0.211,0.464,1.11,1.25,2017
伊志嶺　翔大,ロッテ,0.173,52,117,104,18,0,4,4,9,0,22,4,1,0.239,0.202,0.441,1.47,1.61,2017
太田　賢吾,日本ハム,0.171,40,88,82,14,1,6,0,2,0,21,4,1,0.19,0.256,0.447,1.03,1.15,2017
髙濱　卓也,ロッテ,0.171,28,38,35,6,0,1,0,3,0,6,0,4,0.237,0.229,0.465,0.23,0.26,2017
市川　友也,日本ハム,0.17,57,154,135,23,1,8,0,6,4,32,8,3,0.226,0.244,0.47,1.3,1.44,2017
吉田　裕太,ロッテ,0.17,61,107,94,16,3,6,0,7,0,30,6,4,0.228,0.34,0.568,1.83,1.91,2017
岡　大海,日本ハム,0.169,60,132,124,21,0,7,6,4,0,34,3,4,0.194,0.218,0.412,0.59,0.76,2017
枡田　慎太郎,楽天,0.169,32,77,71,12,1,4,1,6,0,23,0,1,0.234,0.268,0.501,1.77,1.88,2017
淺間　大基,日本ハム,0.167,19,44,42,7,0,3,1,2,0,17,0,1,0.205,0.238,0.443,0.99,1.02,2017
陽川　尚将,阪神,0.167,12,19,18,3,1,1,0,1,0,8,0,0,0.211,0.333,0.544,2.12,2.47,2017
井野　卓,ヤクルト,0.167,7,13,12,2,0,1,0,0,0,2,1,0,0.167,0.167,0.333,0.17,0.29,2017
江村　直也,ロッテ,0.167,13,6,6,1,0,0,0,0,0,1,0,1,0.167,0.167,0.333,-1.54,-1.49,2017
大松　尚逸,ヤクルト,0.162,94,143,130,21,3,16,0,13,0,27,0,5,0.238,0.254,0.492,1.34,1.54,2017
クルーズ,楽天,0.162,13,37,37,6,0,2,0,0,0,4,0,1,0.162,0.216,0.378,0.16,0.21,2017
相川　亮二,巨人,0.158,29,40,38,6,0,3,0,1,0,9,0,1,0.175,0.184,0.359,0.1,0.48,2017
関根　大気,DeNA,0.158,29,20,19,3,0,1,0,1,0,5,0,0,0.2,0.158,0.358,0.39,0.61,2017
重信　慎之介,巨人,0.157,74,77,70,11,0,2,10,6,0,21,1,0,0.224,0.214,0.438,1.33,1.48,2017
クルーズ,巨人,0.156,9,33,32,5,0,3,0,0,0,3,0,1,0.152,0.188,0.339,-0.15,0.25,2017
塚田　正義,ソフトバンク,0.154,14,27,26,4,2,2,0,0,1,8,0,1,0.185,0.423,0.608,2.06,2.38,2017
大木　貴将,ロッテ,0.154,9,13,13,2,0,0,1,0,0,2,0,0,0.154,0.154,0.308,0.24,0.42,2017
杉谷　拳士,日本ハム,0.147,35,85,75,11,0,3,1,5,0,20,5,1,0.2,0.2,0.4,0.75,0.88,2017
山下　幸輝,DeNA,0.143,21,21,21,3,0,0,0,0,0,6,0,0,0.143,0.238,0.381,0.39,0.41,2017
猪本　健太郎,ロッテ,0.143,8,14,14,2,0,2,0,0,0,6,0,0,0.143,0.214,0.357,-0.61,-0.48,2017
岸里　亮佑,日本ハム,0.143,7,14,14,2,0,0,0,0,0,3,0,0,0.143,0.214,0.357,0.2,0.27,2017
岡﨑　大輔,オリックス,0.143,5,14,14,2,0,1,0,0,0,3,0,0,0.143,0.143,0.286,-0.44,-0.23,2017
縞田　拓弥,オリックス,0.143,5,9,7,1,0,1,0,2,0,1,0,1,0.333,0.143,0.476,0.77,1.0,2017
榎本　葵,ヤクルト,0.143,9,8,7,1,0,0,0,1,0,4,0,0,0.25,0.143,0.393,0.91,1.22,2017
福田　将儀,楽天,0.143,9,7,7,1,0,1,1,0,0,1,0,0,0.143,0.143,0.286,0.4,0.59,2017
西田　明央,ヤクルト,0.137,37,86,73,10,1,7,1,11,1,20,0,2,0.256,0.219,0.475,1.57,1.91,2017
西田　哲朗,楽天,0.136,22,24,22,3,0,0,0,2,0,10,0,0,0.208,0.136,0.345,0.28,0.55,2017
渡邉　諒,日本ハム,0.133,22,35,30,4,0,2,0,3,0,13,2,0,0.212,0.233,0.445,1.23,1.37,2017
森越　祐人,阪神,0.13,29,27,23,3,0,1,0,2,0,10,2,1,0.2,0.217,0.417,0.48,0.53,2017
上本　崇司,広島,0.125,37,10,8,1,0,0,3,2,0,3,0,0,0.3,0.125,0.425,3.88,4.13,2017
斉藤　彰吾,西武,0.125,10,8,8,1,0,0,0,0,0,4,0,0,0.125,0.125,0.25,-0.85,-0.62,2017
柴田　講平,ロッテ,0.121,17,34,33,4,1,2,1,0,1,9,0,0,0.147,0.212,0.359,0.4,0.73,2017
中川　大志,楽天,0.118,23,36,34,4,0,4,0,1,1,11,0,0,0.167,0.176,0.343,0.15,0.3,2017
荒木　郁也,阪神,0.118,49,22,17,2,0,0,4,2,0,7,3,0,0.211,0.118,0.328,1.48,1.67,2017
杉本　裕太郎,オリックス,0.118,9,17,17,2,1,2,0,0,0,6,0,1,0.118,0.353,0.471,0.38,0.66,2017
Ｇ．後藤　武敏,DeNA,0.115,26,29,26,3,0,3,0,3,0,7,0,1,0.207,0.154,0.361,0.08,0.27,2017
田中　和基,楽天,0.111,51,59,54,6,1,2,7,3,0,25,2,0,0.158,0.204,0.362,0.56,0.82,2017
山崎　勝己,オリックス,0.111,17,22,18,2,0,2,0,2,0,4,2,0,0.2,0.222,0.422,1.05,1.1,2017
森本　龍弥,日本ハム,0.111,5,10,9,1,0,0,0,0,1,3,0,1,0.2,0.111,0.311,-1.03,-0.81,2017
下水流　昂,広島,0.111,9,9,9,1,0,0,0,0,0,2,0,0,0.111,0.222,0.333,-0.09,-0.07,2017
細川　亨,楽天,0.1,20,23,20,2,1,1,0,0,0,9,3,0,0.1,0.25,0.35,0.15,0.48,2017
上本　達之,西武,0.1,11,11,10,1,0,0,0,1,0,2,0,0,0.182,0.1,0.282,-0.27,0.03,2017
下妻　貴寛,楽天,0.1,8,11,10,1,0,0,0,0,0,5,1,0,0.1,0.1,0.2,-1.04,-0.84,2017
下園　辰哉,DeNA,0.1,8,11,10,1,0,0,0,1,0,2,0,1,0.182,0.1,0.282,-1.17,-0.97,2017
佐野　恵太,DeNA,0.095,18,24,21,2,0,1,0,3,0,5,0,0,0.208,0.143,0.351,0.45,0.7,2017
杉山　翔大,中日,0.091,39,83,66,6,0,1,0,9,2,16,5,1,0.218,0.091,0.309,0.15,0.53,2017
岩﨑　恭平,オリックス,0.091,7,11,11,1,0,0,1,0,0,2,0,0,0.091,0.091,0.182,-0.89,-0.65,2017
ジェンセン,ソフトバンク,0.083,6,14,12,1,1,1,0,2,0,9,0,0,0.214,0.333,0.548,2.05,2.6,2017
真砂　勇介,ソフトバンク,0.083,9,13,12,1,1,1,0,1,0,2,0,0,0.154,0.333,0.487,1.37,1.89,2017
鈴木　昂平,オリックス,0.081,72,39,37,3,0,0,0,0,0,8,2,2,0.081,0.135,0.216,-1.42,-1.31,2017
江越　大賀,阪神,0.077,28,18,13,1,0,0,1,3,2,5,0,0,0.333,0.077,0.41,2.36,2.84,2017
シリアコ,DeNA,0.074,12,28,27,2,0,0,0,1,0,10,0,0,0.107,0.111,0.218,-1.05,-0.83,2017
田代　将太郎,西武,0.071,38,62,56,4,1,5,3,5,1,16,0,1,0.161,0.161,0.322,-0.25,0.12,2017
溝脇　隼人,中日,0.071,12,16,14,1,1,1,0,2,0,5,0,1,0.188,0.286,0.473,0.56,1.04,2017
伊志嶺　忠,楽天,0.071,14,14,14,1,0,0,0,0,0,7,0,0,0.071,0.143,0.214,-1.19,-1.06,2017
新井　良太,阪神,0.063,17,17,16,1,0,0,0,1,0,3,0,0,0.118,0.063,0.18,-1.27,-0.95,2017
小田　裕也,オリックス,0.059,43,20,17,1,0,0,0,1,0,7,2,0,0.111,0.059,0.17,-1.12,-0.87,2017
内田　靖人,楽天,0.048,7,21,21,1,0,1,0,0,0,9,0,1,0.048,0.048,0.095,-2.45,-2.24,2017
岡田　幸文,ロッテ,0.0,31,40,33,0,0,0,0,5,0,2,2,0,0.132,0.0,0.132,-1.3,-1.0,2017
實松　一成,巨人,0.0,14,13,8,0,0,0,0,2,2,6,1,0,0.333,0.0,0.333,1.35,1.62,2017
森山　恵佑,日本ハム,0.0,5,12,11,0,0,0,0,1,0,9,0,0,0.083,0.0,0.083,-2.13,-1.77,2017
柿沼　友哉,ロッテ,0.0,8,9,8,0,0,1,0,0,0,2,1,1,0.0,0.0,0.0,-3.01,-2.89,2017
吉田　雄人,オリックス,0.0,11,8,8,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.78,-2.5,2017
平沼　翔太,日本ハム,0.0,4,8,8,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.73,-2.46,2017
金澤　岳,ロッテ,0.0,4,7,7,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.73,-2.47,2017
三輪　正義,ヤクルト,0.0,16,6,4,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,-1.43,-1.26,2017
愛斗,西武,0.0,9,6,5,0,0,0,0,0,1,3,0,0,0.167,0.0,0.167,-1.18,-0.7,2017
狩野　恵輔,阪神,0.0,5,5,5,0,0,0,0,0,0,2,0,1,0.0,0.0,0.0,-3.82,-3.78,2017
三家　和真,ロッテ,0.0,4,5,5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.74,-2.48,2017
飛雄馬,DeNA,0.0,3,5,5,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2017
飯山　裕志,日本ハム,0.0,10,4,4,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.81,-2.57,2017
石岡　諒太,中日,0.0,2,4,4,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.75,-2.5,2017
西森　将司,DeNA,0.0,8,3,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.92,-2.61,2017
栗原　陵矢,ソフトバンク,0.0,3,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2017
板山　祐太郎,阪神,0.0,3,3,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.92,-2.61,2017
城所　龍磨,ソフトバンク,0.0,2,3,3,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.77,-2.52,2017
飯田　大祐,オリックス,0.0,2,3,3,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,-2.84,-2.61,2017
石垣　雅海,中日,0.0,1,3,3,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,-2.92,-2.61,2017
大累　進,日本ハム,0.0,13,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2017
土生　翔平,広島,0.0,5,2,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,-0.79,-0.68,2017
渡邉　大樹,ヤクルト,0.0,2,2,2,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.81,-2.57,2017
三ツ俣　大樹,中日,0.0,8,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-5.85,-5.54,2017
伏見　寅威,オリックス,0.0,4,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2017
釜元　豪,ソフトバンク,0.0,2,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2017
加藤　匠馬,中日,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-2.7,-2.43,2017
郡　拓也,日本ハム,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,-2.92,-2.7,2017
フェルナンド,楽天,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2017
星野　雄大,ヤクルト,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2017
長坂　拳弥,阪神,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2017
